,GenBankAccession,Country,Host,CollectionDate,Serotype,Strain,Isolate,IsolationSource
1387,JX570647,GBR,cattle,2007,O,Unknown,BFS 1860 B1.2D.V,Unknown
1388,JX570646,GBR,cattle,2007,O,Unknown,BFS 1860 A5.9D.V,Unknown
1389,JX570645,GBR,cattle,2007,O,Unknown,BFS 1860 A4.12D.V,Unknown
1390,JX570644,GBR,cattle,2007,O,Unknown,BFS 1860 A3.5D.V,Unknown
1391,JX570643,GBR,cattle,2007,O,Unknown,BFS 1860 A2.32D.P,Unknown
1392,JX570642,GBR,cattle,2007,O,Unknown,BFS 1860 A2.6D.P,Unknown
1393,JX570641,GBR,cattle,2007,O,Unknown,BFS 1860 A2.6D.V,Unknown
1394,JX570640,GBR,cattle,2007,O,Unknown,BFS 1860 A2.4D.P,Unknown
1395,JX570639,GBR,cattle,2007,O,Unknown,BFS 1860 A2.2D.P,Unknown
1396,JX570638,GBR,cattle,2007,O,Unknown,BFS 1860 A1.2D.V,Unknown
1397,JX014256,PSE,cattle,2012,SAT2,Unknown,PAT/1/2012,Unknown
1398,JX014255,EGY,Unknown,2012,SAT2,Unknown,EGY/9/2012,Unknown
1399,JN998086,CHN,cattle,2010,Unknown,O/GZ/CHA/2010,Unknown,epithelial blister
1400,JN998085,CHN,pig,2010,Unknown,O/BY/CHA/2010,Unknown,epithelial blister
1401,JN006722,Unknown,Unknown,Unknown,Unknown,Unknown,A/SIN/PAK/L4/2008,Unknown
1402,JN006720,Unknown,Unknown,Unknown,Unknown,Unknown,As/SIN/PAK/L2810/2009,Unknown
1403,JN006719,Unknown,Unknown,Unknown,Unknown,Unknown,As/SIN/PAK/L5/2008,Unknown
1404,HQ631363,CHN,pig,2006,Asia 1,Unknown,Asia1/1/YZ/CHA/06,Unknown
1405,JF739177,ISR,Unknown,1989,Asia 1,Unknown,As1/Shamir/89,Unknown
1406,HQ632774,MYS,cattle,1999,Asia 1,Unknown,MAY/9/99,Unknown
1407,HQ632773,MYS,cattle,2007,A,Unknown,MAY/3/2007,Unknown
1408,HQ632772,MYS,cattle,2007,O,Unknown,MAY/7/2007,Unknown
1409,HQ632771,MYS,pig,2005,O,Unknown,MAY/8/2005,Unknown
1410,HQ632770,MYS,cattle,2004,O,Unknown,MAY/1/2004,Unknown
1411,HQ632769,MYS,cattle,2001,O,Unknown,MAY/7/2001,Unknown
1412,HQ632768,MYS,pig,2000,O,Unknown,MAY/3/2000,Unknown
1413,GU582116,VNM,Unknown,2009,Unknown,Unknown,O/VN/YB105/2009,Unknown
1414,GU582115,VNM,Unknown,2009,Unknown,Unknown,O/VN/QB88/2009,Unknown
1415,FJ906802,CHN,pig,2006,Asia 1,Asia1/WHN/CHA/06,Unknown,Unknown
1416,GQ406252,VNM,buffalo,2009,A,A/VN/20/2009,Unknown,Unknown
1417,GQ406251,VNM,pig,2009,A,A/VN/16/2009,Unknown,Unknown
1418,GQ406250,VNM,cattle,2009,A,A/VN/11/2009,Unknown,Unknown
1419,GQ406249,VNM,cattle,2009,A,A/VN/03/2009,Unknown,Unknown
1420,GQ406248,VNM,cattle,2009,A,A/VN/02/2009,Unknown,Unknown
1421,GQ406247,VNM,cattle,2009,A,A/VN/09/2009,Unknown,Unknown
1422,GU931682,CHN,cow,2005,Unknown,Unknown,Asia1/YS/CHA/05,Unknown
1423,HQ113233,AFG,cow,2009,Asia 1,Unknown,Asia1/BAM/AFG/L-590/2009,Unknown
1424,HQ113232,PAK,cow,2009,O,Panasia III,O/ISL/PAK/L1573/2009,Unknown
1425,HM067706,UGA,african-buffalo,2007,SAT 1,SAT 1 Uga 1/07,Buffalo 17 QE,Unknown
1426,HM067705,UGA,african-buffalo,2007,SAT 2,SAT 2 Uga 1/07,Buffalo 10 QE,Unknown
1427,HM067704,UGA,african-buffalo,2007,SAT 2,SAT 2 Uga 2/07,Buffalo 6 QE,Unknown
1428,GQ452295,VNM,cattle,2007,Asia 1,Unknown,Asia1/Vietnam/QuangTri/2007,Unknown
1429,HM008917,CHN,pig,2005,O,O/YS/CHA/05,Unknown,Unknown
1430,HQ412603,CHN,pig,2000,O,O/YM/YN/2000,Unknown,foot epithelial tissue from swine displaying clinical symptoms of foot and mouth disease
1431,HQ009509,CHN,pig,1999,Unknown,China/5/99(Fujian),Unknown,Unknown
1432,HM191257,UGA,cow,2006,O,Unknown,O/U/312/2006,Unknown
1433,GU125650,VNM,cattle,2006,O,Unknown,O/VN/GL13/2006,Unknown
1434,GU125649,VNM,cattle,2006,O,Unknown,O/VN/SL21/2006,Unknown
1435,GU125648,VNM,buffalo,2006,O,Unknown,O/VN/SL01/2006,Unknown
1436,GU125647,VNM,cattle,2006,O,Unknown,O/VN/SL22/2006,Unknown
1437,GU125646,VNM,buffalo,2005,Asia 1,Unknown,Asia1/VN/LC04/2005,Unknown
1438,GU125645,VNM,cattle,2007,Asia 1,Unknown,Asia1/VN/QT03/2007,Unknown
1439,HM854025,IND,cow,1999,A,IND40/00,Unknown,Unknown
1440,HM854024,IND,cattle,1982,A,IND17/82,Unknown,Unknown
1441,HM854023,IND,cattle,1999,A,IND258/99,Unknown,Unknown
1442,HM854022,IND,cattle,1977,A,IND17/77,Unknown,Unknown
1443,HM854021,IND,buffalo,2000,A,IND81/00,Unknown,Unknown
1444,HM055510,VNM,Unknown,2009,Unknown,Unknown,O/VN/LC169/2009,Unknown
1445,FJ542372,GBR,cattle,2001,Unknown,Unknown,UKG/2640/2001,Unknown
1446,FJ542371,GBR,cattle,2001,Unknown,Unknown,UKG/2526/2001,Unknown
1447,FJ542370,GBR,cattle,2001,Unknown,Unknown,UKG/2085/2001,Unknown
1448,FJ542369,GBR,sheep,2001,Unknown,Unknown,UKG/2000/2001,Unknown
1449,FJ542368,GBR,cattle,2001,Unknown,Unknown,UKG/1734/2001,Unknown
1450,FJ542367,GBR,cattle,2001,Unknown,Unknown,UKG/1558/2001,Unknown
1451,FJ542366,GBR,sheep,2001,Unknown,Unknown,UKG/1450/2001,Unknown
1452,FJ542365,GBR,cattle,2001,Unknown,Unknown,UKG/417/2001,Unknown
1453,EU214601,GBR,sheep,2001,Pan Asia O,UKG/8098/2001,Unknown,epithelium tissue
1454,EU140964,ARE,Unknown,Unknown,Unknown,UAE 7/99,Unknown,Unknown
1455,EF614457,KOR,cattle,Unknown,O,O/SKR/14/02,Unknown,Unknown
1456,EF494488,PAK,cattle,2006,Unknown,Unknown,PAK5/2006,epithelium
1457,EF494487,PAK,cattle,2006,Unknown,Unknown,PAK1,epithelium
1458,DQ989323,IND,cattle,2002,Unknown,Unknown,IND 97-03,Unknown
1459,DQ989322,IND,cattle,2002,Unknown,Unknown,IND 139-02,Unknown
1460,DQ989321,IND,cattle,2001,Unknown,Unknown,IND 438-01,Unknown
1461,DQ989320,IND,cattle,2002,Unknown,Unknown,IND 182-02,Unknown
1462,DQ989319,IND,cattle,2001,Unknown,Unknown,IND 423-01,Unknown
1463,DQ989318,IND,cattle,2002,Unknown,Unknown,IND 61-02,Unknown
1464,DQ989317,IND,buffalo,2000,Unknown,Unknown,IND 148-01,Unknown
1465,DQ989316,IND,buffalo,1989,Unknown,Unknown,IND 21-89,Unknown
1466,DQ989315,IND,cattle,1993,Unknown,Unknown,IND 47-93,Unknown
1467,DQ989314,IND,cattle,2001,Unknown,Unknown,IND 354-01,Unknown
1468,DQ989313,IND,buffalo,1986,Unknown,Unknown,IND 52-87,Unknown
1469,DQ989312,IND,sheep,1990,Unknown,Unknown,IND 13-91,Unknown
1470,DQ989311,IND,buffalo,2002,Unknown,Unknown,IND 37-02,Unknown
1471,DQ989310,IND,cattle,1999,Unknown,Unknown,IND 101-99,Unknown
1472,DQ989309,IND,cattle,1996,Unknown,Unknown,IND 82-96,Unknown
1473,DQ989308,IND,cattle,1994,Unknown,Unknown,IND 397-97,Unknown
1474,DQ989307,IND,cattle,1992,Unknown,Unknown,IND 247-92,Unknown
1475,DQ989306,IND,cattle,1986,Unknown,Unknown,IND 81-86,Unknown
1476,DQ989305,IND,cattle,1990,Unknown,Unknown,IND 116-90,Unknown
1477,DQ989304,IND,cattle,2000,Unknown,Unknown,IND 334-00,Unknown
1478,DQ989303,IND,cattle,1993,Unknown,Unknown,IND 151-94,Unknown
1479,AY593853,BWA,Unknown,Unknown,SAT3,SAT3-4bech 1/65,sat3-4bech iso23,Unknown
1480,AY593852,KEN,Unknown,Unknown,SAT3,SAT3-3kenya 11/60,sat3-3kenya iso22,Unknown
1481,AY593851,BWA,Unknown,Unknown,SAT3,SAT3-3bech 20/61,sat3-3bech iso29,Unknown
1482,AY593850,ZAF,Unknown,Unknown,SAT3,SAT3-2sa57/59,sat3-2sa iso27,Unknown
1483,AY593849,KEN,Unknown,Unknown,SAT2,SAT2-3kenya 11/60,sat2-3kenya-21,Unknown
1484,AY593848,Unknown,Unknown,Unknown,SAT2,SAT2-2 106/67,sat2-2 iso25,Unknown
1485,AY593847,ZWE,Unknown,Unknown,SAT2,SAT2-1rhod/48,sat2-1rhod iso26,Unknown
1486,AY593846,ZWE,Unknown,Unknown,SAT1,SAT1rhod5/66,sat1rhod iso33,Unknown
1487,AY593845,BWA,Unknown,Unknown,SAT1,SAT1bot1/68,sat1bot iso47,Unknown
1488,AY593844,ISR,Unknown,Unknown,SAT1,SAT1-7isrl4/62,sat1-7isrl iso12,Unknown
1489,AY593843,NAM,Unknown,Unknown,SAT1,SAT1-6swa40/61,sat1-6swa iso16,Unknown
1490,AY593842,ZAF,Unknown,Unknown,SAT1,SAT1/5sa/61,sat1-5sa iso13,Unknown
1491,AY593841,ZWE,Unknown,Unknown,SAT1,SAT1-4sr2/58,sat1-4srhod iso24,Unknown
1492,AY593840,NAM,Unknown,Unknown,SAT1,SAT1-3swa1/49,sat1-3swa iso14,Unknown
1493,AY593839,Unknown,Unknown,Unknown,SAT1,SAT1-20 RV 11/37,sat1-20 iso11,Unknown
1494,AY593838,BWA,Unknown,Unknown,SAT1,SAT1-1bech,sat1-1bech iso30,Unknown
1495,AY593837,URY,Unknown,Unknown,O,O Uruguay,ouruguay-51 iso51,Unknown
1496,AY593836,GBR,Unknown,Unknown,O,O PanAsia uk2001,ouk2001x iso84,Unknown
1497,AY593835,TWN,Unknown,Unknown,O,O PanAsia,otaiwan97 iso106/112,Unknown
1498,AY593834,IRN,Unknown,Unknown,O,O Rey Iran,orey-iran iso53,Unknown
1499,AY593833,TWN,Unknown,Unknown,O,O PanAsia,openghu iso108,Unknown
1500,AY593832,GBR,Unknown,Unknown,O,O UK2001,O UK2001-FB,Unknown
1501,AY593831,GBR,Unknown,Unknown,O,O UK2001,O UK2001-ED,Unknown
1502,AY593830,POL,Unknown,Unknown,O,O7 Poland,o7poland iso49,Unknown
1503,AY593829,GBR,Unknown,Unknown,O,O6,o6pirbright iso58,Unknown
1504,AY593828,IND,Unknown,Unknown,O,O5 India,o5india iso34,Unknown
1505,AY593827,VEN,Unknown,Unknown,O,O3 Venezuela,o3venezuela iso15,Unknown
1506,AY593826,ITA,Unknown,Unknown,O,O2 Brescia,o2brescia iso17,Unknown
1507,AY593825,ARG,Unknown,Unknown,O,O1 Valle,o1valle iso64,Unknown
1508,AY593824,KOR,Unknown,Unknown,O,O1SKR,o1skr iso85,Unknown
1509,AY593823,TUR,Unknown,Unknown,O,O1 Manisa,o1manisa iso87,Unknown
1510,AY593822,Unknown,Unknown,Unknown,O,O1M11,o1m11 iso57,Unknown
1511,AY593821,ARG,Unknown,Unknown,O,O1 Caseros,o1caseros iso35,Unknown
1512,AY593820,ARG,Unknown,Unknown,O,O1 Canefa,o1canefa iso59,Unknown
1513,AY593819,ARG,Unknown,Unknown,O,O1 Campos,o1campos94 iso94,Unknown
1514,AY593818,ARG,Unknown,Unknown,O,O1 Campos,o1campos iso96,Unknown
1515,AY593817,BEL,Unknown,Unknown,O,O1 Brugge,o1brugge iso79,Unknown
1516,AY593816,GBR,Unknown,Unknown,O,O1 BFS,o1bfs46 iso46,Unknown
1517,AY593815,GBR,Unknown,Unknown,O,O1 BFS,o1bfs iso18,Unknown
1518,AY593814,ARG,Unknown,Unknown,O,O1 Argentina,o1argentina iso5,Unknown
1519,AY593813,IDN,Unknown,Unknown,O,O11 Indonesia,o11indonesia iso52,Unknown
1520,AY593812,PHL,Unknown,Unknown,O,O10 Philippines,o10phil76 iso76,Unknown
1521,AY593811,PHL,Unknown,Unknown,O,O10 Philippines,o10phil54 iso54,Unknown
1522,AY593810,GBR,Unknown,Unknown,C,C Waldman str.149,cwald iso32,Unknown
1523,AY593803,BRA,Unknown,Unknown,A,A Venceslau,avenceslau iso70,Unknown
1524,AY593802,URY,Unknown,Unknown,A,A Uruguay 2001,A uruguay 2001 iso98,Unknown
1525,AY593801,URY,Unknown,Unknown,A,A30 Uruguay,A30 Uruguay/68 iso90,Unknown
1526,AY593800,LBN,Unknown,Unknown,Asia1,Asia1Leb83,asia1leb83 iso28,Unknown
1527,AY593799,LBN,Unknown,Unknown,Asia1,Asia1Leb83,asia1leb4 iso4,Unknown
1528,AY593798,LBN,Unknown,Unknown,Asia1,Asia1Leb83,asia1leb-89 iso89,Unknown
1529,AY593797,ISR,Unknown,Unknown,Asia1,Asia1-3,asia1-3kimron iso61,Unknown
1530,AY593796,ISR,Unknown,Unknown,Asia1,Asia1-2,asia1-2isrl3-63 iso6,Unknown
1531,AY593795,PAK,Unknown,Unknown,Asia1,Asia1-1,asia1-1pak iso3,Unknown
1532,AY593794,COL,Unknown,Unknown,A,A Sabana,asabana iso68,Unknown
1533,AY593793,PHL,Unknown,Unknown,A,A Philippines,aphilippines iso50,Unknown
1534,AY593792,ITA,Unknown,Unknown,A,A8 Parma,aparma iso55,Unknown
1535,AY593791,IRN,Unknown,Unknown,A,A Iran,airan iso105,Unknown
1536,AY593790,ARG,Unknown,Unknown,A,Aarg2001,a general lopez iso102,Unknown
1537,AY593789,ARG,Unknown,Unknown,A,A Canefa,acanefa iso48,Unknown
1538,AY593788,BRA,Unknown,Unknown,A,A Brazil,abrazil iso67,Unknown
1539,AY593787,BRA,Unknown,Unknown,A,A Bage,abage iso63,Unknown
1540,AY593786,ARG,Unknown,Unknown,A,Aarg2001,aarg Trenquelauquen iso103,Unknown
1541,AY593785,ARG,Unknown,Unknown,A,Aarg2001,aargp64 iso100,Unknown
1542,AY593784,ARG,Unknown,Unknown,A,Aarg2001,aargp55 iso99,Unknown
1543,AY593783,ARG,Unknown,Unknown,A,Aarg2001,aarg2001 iso93,Unknown
1544,AY593782,ARG,Unknown,Unknown,A,Aarg2000,a argentina 2000 iso104,Unknown
1545,AY593781,DEU,Unknown,Unknown,A,A5 Westerwald,a5westerwald iso73,Unknown
1546,AY593780,FRA,Unknown,Unknown,A,A5 Allier,a5allier iso45,Unknown
1547,AY593779,DEU,Unknown,Unknown,A,A4 West Germany/72,a4wg iso72,Unknown
1548,AY593778,ESP,Unknown,Unknown,A,A4 Spain,a4spain iso62,Unknown
1549,AY593777,DEU,Unknown,Unknown,A,A4 West Germany,a4 W Germany iso42,Unknown
1550,AY593776,DEU,Unknown,Unknown,A,A3 Mecklenburg,a3mecklenburg iso81,Unknown
1551,AY593775,VEN,Unknown,Unknown,A,A32 Venezuela,a32ven iso36,Unknown
1552,AY593774,ESP,Unknown,Unknown,A,A2 Spain,a2spain iso7,Unknown
1553,AY593773,PER,Unknown,Unknown,A,A29 Peru,a29peru iso37,Unknown
1554,AY593772,TUR,Unknown,Unknown,A,A28 Turkey,a28 Turkey iso44,Unknown
1555,AY593771,COL,Unknown,Unknown,A,A27 Colombia,a27columbia iso78,Unknown
1556,AY593770,ARG,Unknown,Unknown,A,A26 Argentina,a26arg iso74,Unknown
1557,AY593769,ARG,Unknown,Unknown,A,A25 Argentina,a25 argentina iso38,Unknown
1558,AY593768,BRA,Unknown,Unknown,A,A24 Cruzeiro,a24cruzeiro iso71,Unknown
1559,AY593767,ARG,Unknown,Unknown,A,A24 Argentina,a24 argentina iso9,Unknown
1560,AY593766,KEN,Unknown,Unknown,A,A23 Kenya,a23kenya iso8,Unknown
1561,AY593765,TUR,Unknown,Unknown,A,A22 Turkey,a22turkey iso66,Unknown
1562,AY593764,IRQ,Unknown,Unknown,A,A22 Iraq,a22iraq70 iso92,Unknown
1563,AY593763,IRQ,Unknown,Unknown,A,A22 Iraq,a22iraq64 iso86,Unknown
1564,AY593762,IRQ,Unknown,Unknown,A,A22 Iraq,a22iraq-95 iso95,Unknown
1565,AY593761,KEN,Unknown,Unknown,A,A21 Kenya,a21kenya iso77,Unknown
1566,AY593760,RUS,Unknown,Unknown,A,A20 USSR,a20ussr iso10,Unknown
1567,AY593759,DEU,Unknown,Unknown,A,A1 Bayern,a1bayern iso41,Unknown
1568,AY593758,VEN,Unknown,Unknown,A,A18 Zulia,a18zulia iso40,Unknown
1569,AY593757,BRA,Unknown,Unknown,A,A17 Aguarulbos,a17 Aguarulbos iso83,Unknown
1570,AY593756,BRA,Unknown,Unknown,A,A16 Belem,a16belem iso80,Unknown
1571,AY593755,THA,Unknown,Unknown,A,A15 Thailand,a15thailand iso43,Unknown
1572,AY593754,ESP,Unknown,Unknown,A,A14 Spain,a14 spain iso39,Unknown
1573,AY593753,BRA,Unknown,Unknown,A,A13 Brazil,a13brazil iso75,Unknown
1574,AY593752,GBR,Unknown,Unknown,A,A12-119,a12valle 119 iso20,Unknown
1575,AY593751,NLD,Unknown,Unknown,A,A10 Holland,a10holland iso82,Unknown
1576,AF511039,Unknown,Unknown,Unknown,O,Akesu/58,Unknown,cattle epithelial blister
1577,FJ824812,ESP,Unknown,Unknown,C,C-S8p200,Unknown,Unknown
1578,EF175732,CHN,Unknown,Unknown,O,Unknown,WFL,Unknown
1579,DQ404180,GBR,pig,2001,O,UKG/11/2001,Unknown,infected premise number 1
1580,DQ404179,GBR,pig,2001,O,UKG/126/2001,Unknown,infected premise number 4
1581,DQ404178,GBR,pig,2001,O,UKG/127/2001,Unknown,infected premise number 4
1582,DQ404177,GBR,pig,2001,O,UKG/128/2001,Unknown,infected premise number 4
1583,DQ404176,GBR,cow,2001,O,UKG/150/2001,Unknown,infected premise number 6
1584,DQ404175,GBR,cow,2001,O,UKG/173/2001,Unknown,infected premise number 7
1585,DQ404174,IRL,sheep,2001,O,UKG/438/2001,Unknown,Unknown
1586,DQ404173,GBR,cow,2001,O,UKG/220/2001,Unknown,infected premise number 16
1587,DQ404172,GBR,cow,2001,O,UKG/621/2001,Unknown,infected premise number 38
1588,DQ404171,GBR,sheep,2001,O,UKG/4569/2001,Unknown,infected premise number 1070
1589,DQ404169,GBR,sheep,2001,O,UKG/7038/2001,Unknown,infected premise number 1404
1590,DQ404170,GBR,sheep,2001,O,UKG/7675/2001,Unknown,infected premise number 1448
1591,DQ404168,GBR,cow,2001,O,UKG/9011/2001,Unknown,infected premise number 1575
1592,DQ404167,GBR,sheep,2001,O,UKG/9327/2001,Unknown,infected premise number 1597
1593,DQ404166,GBR,cow,2001,O,UKG/9788/2001,Unknown,infected premise number 1654
1594,DQ404165,GBR,cow,2001,O,UKG/9964/2001,Unknown,infected premise number 1692
1595,DQ404164,GBR,cow,2001,O,UKG/11676/2001,Unknown,infected premise number 1757
1596,DQ404163,GBR,cow,2001,O,UKG/14339/2001,Unknown,infected premise number 1945
1597,DQ404162,GBR,sheep,2001,O,UKG/14476/2001,Unknown,infected premise number 1956
1598,DQ404161,GBR,cow,2001,O,UKG/14391/2001,Unknown,infected premise number 1948
1599,DQ404160,GBR,cow,2001,O,UKG/14524/2001,Unknown,infected premise number 1970
1600,DQ404159,GBR,cow,2001,O,UKG/14603/2001,Unknown,infected premise number 1976
1601,DQ404158,GBR,sheep,2001,O,UKG/15101/2001,Unknown,infected premise number 2027
1602,DQ478937,CHN,Unknown,Unknown,O,OGBF15 derivative,Unknown,persistently infected BHK-21 cells
1603,DQ478936,CHN,cattle,Unknown,O,OGBF15,Unknown,Unknown
1604,DQ409191,ESP,Unknown,Unknown,C,Unknown,C-S8p460p5d,Unknown
1605,DQ409190,ESP,Unknown,Unknown,C,Unknown,C-S8p460d951,Unknown
1606,DQ409189,ESP,Unknown,Unknown,C,Unknown,C-S8p460d417,Unknown
1607,DQ409188,ESP,Unknown,Unknown,C,Unknown,C-S8p360p5d,Unknown
1608,DQ409187,ESP,Unknown,Unknown,C,Unknown,C-S8p360d951,Unknown
1609,DQ409186,ESP,Unknown,Unknown,C,Unknown,C-S8p360d417,Unknown
1610,DQ409185,ESP,Unknown,Unknown,C,Unknown,C-S8p260p3d,Unknown
1611,DQ409184,ESP,Unknown,Unknown,C,Unknown,C-S8p260d999,Unknown
1612,DQ409183,ESP,Unknown,Unknown,C,Unknown,C-S8p260d417,Unknown
1613,AY687334,IND,Unknown,Unknown,Unknown,IND 491/97; WBN 117/85,Unknown,Unknown
1614,AY687333,IND,Unknown,Unknown,Unknown,Unknown,IND 321/01,cattle tongue epithelium
1615,AY390432,Unknown,Unknown,Unknown,Asia 1,YNBS/58,Unknown,cattle epithelial blister
1616,AY359854,Unknown,Unknown,Unknown,O,OMIII,Unknown,Unknown
1617,AF506822,Unknown,Unknown,Unknown,O,China/1/99(Tibet),Unknown,Unknown
1618,AF274010,Unknown,Unknown,Unknown,Unknown,C-S8,Unknown,Unknown
1619,AF026168,TWN,Unknown,Unknown,Unknown,Chu-Pei,Unknown,Unknown
1620,DQ119643,Unknown,Unknown,Unknown,Unknown,HLJOC12/03,Unknown,Unknown
1621,FJ623456,KAZ,Unknown,1999,A22,Talasskiy,Unknown,Unknown
1622,AB079061,JPN,Unknown,Unknown,O,O/JPN/2000,Unknown,isolated from probang samples of infected cattle
1623,EF614458,MNG,cattle,Unknown,Asia1,Asia1/MOG/05,Unknown,Unknown
1624,EU448381,GBR,cow,2007,O,Unknown,UKG/2366/2007 (IP8),Unknown
1625,EU448380,GBR,cow,2007,O,Unknown,UKG/1679/2007 (IP7),Unknown
1626,EU448379,GBR,cow,2007,O,Unknown,UKG/1484/2007 (IP6b),Unknown
1627,EU448378,GBR,sheep,2007,O,Unknown,UKG/1421/2007 (IP5),Unknown
1628,EU448377,GBR,cow,2007,O,Unknown,UKG/800/2007 (IP4b),Unknown
1629,EU448376,GBR,cow,2007,O,Unknown,UKG/1153/2007 (IP3c),Unknown
1630,EU448375,GBR,cow,2007,O,Unknown,UKG/643/2007 (IP3b),Unknown
1631,EU448374,GBR,cow,2007,O,Unknown,UKG/150/2007 (IP2c),Unknown
1632,EU448373,GBR,cow,2007,O,Unknown,UKG/93/2007 (IP2b),Unknown
1633,EU448372,GBR,cow,2007,O,Unknown,UKG/7B/2007 (IP1b),Unknown
1634,EU448371,GBR,cow,2007,O,Unknown,UKG/7/2007 (IP1b),Unknown
1635,EU448370,GBR,cow,1967,O,Unknown,O1/BFS 1860/UK/67 (MAH),Unknown
1636,EU448369,GBR,cow,1967,O,Unknown,O1/BFS 1860/UK/67 (IAH2),Unknown
1637,EU448368,GBR,cow,1967,O,Unknown,O1/BFS 1860/UK/67 (IAH1),Unknown
1638,EF494486,TUR,cattle,2005,Unknown,Unknown,AIRN2005_WRL,Unknown
1639,EF149010,CHN,Unknown,Unknown,Unknown,Asia 1/HNK/CHA/05,Unknown,bovine vesicular tongue tissue lysate
1640,EF149009,CHN,Unknown,Unknown,Unknown,Asia 1/Jiangsu/China/2005,Unknown,bovine vesicular tongue tissue lysate
1641,AM409325,Unknown,Unknown,Unknown,C,Unknown,H595,Unknown
1642,X74812,Unknown,Unknown,Unknown,Unknown,A22/550 Azerbaijan 65,Unknown,Unknown
1643,AJ539141,GBR,Unknown,Unknown,O,Unknown,UKG/35/2001,Unknown
1644,AJ539140,ZAF,Unknown,Unknown,O,Unknown,SAR/19/2000,Unknown
1645,AJ539139,KOR,Unknown,Unknown,O,Unknown,SKR/2000,Unknown
1646,AJ539138,CHN,Unknown,Unknown,O,Unknown,Tibet/CHA/99,Unknown
1647,AJ539137,TWN,Unknown,Unknown,O,Unknown,TAW/2/99 BOV,Unknown
1648,AJ539136,TWN,Unknown,Unknown,O,Unknown,TAW/2/99 TC,Unknown
1649,AJ320488,BRA,Unknown,Unknown,Unknown,Unknown,O1Campos,Unknown
1650,AJ251473,KEN,Unknown,Unknown,Unknown,KEN/3/57,Unknown,Unknown
1651,AJ633821,FRA,Unknown,Unknown,O,PanAsia,FRA/1/2001,bovine
1652,AY317098,Unknown,Unknown,Unknown,Unknown,HKN/2002,Unknown,Unknown
1653,OQ427393,Unknown,cow,2009,C,Unknown,FBR4290,Cell supernatant
1654,OQ356337,PAK,cow,2006,Asia 1,Unknown,FBR03547,Cell supernatant
1655,OQ383267,BRA,cow,1963,C,Unknown,FBR03432,Tongue Epi Tissue
1656,OQ383266,GBR,Unknown,2002,Unknown,C1 GC,FBR02972,Cell supernatant
1657,OQ383265,NLD,cow,2000,C,Unknown,FBR02242,Cell supernatant
1658,OQ356339,GBR,cow,1987,C,Unknown,FBR00674,Tongue Epi Tissue
1659,OQ356338,ISR,cow,2006,Asia 1,Unknown,FBR03578,Cell supernatant
1660,OM562602,KEN,cow,2014,Unknown,K29/Kenya/29Jan2014/SAT1,Unknown,Unknown
1661,OM562601,KEN,cow,2014,Unknown,K14/Kenya/10Jan2014/SAT1,Unknown,Unknown
1662,OM562600,KEN,cow,2016,Unknown,88/Kenya/13Jan2016/SAT2,Unknown,Unknown
1663,OM562599,KEN,cow,2016,Unknown,87/Kenya/13Jan2016/SAT2,Unknown,Unknown
1664,OM562598,KEN,cow,2016,Unknown,86/Kenya/13Jan2016/SAT2,Unknown,Unknown
1665,OM562597,KEN,cow,2016,Unknown,83/Kenya/13Jan2016/SAT2,Unknown,Unknown
1666,OM562596,KEN,cow,2016,Unknown,81/Kenya/13Jan2016/SAT2,Unknown,Unknown
1667,OM562595,KEN,cow,2016,Unknown,80/Kenya/13Jan2016/SAT2,Unknown,Unknown
1668,OM562594,KEN,cow,2016,Unknown,76/Kenya/13Jan2016/SAT2,Unknown,Unknown
1669,OM562593,KEN,cow,2016,Unknown,75/Kenya/13Jan2016/SAT2,Unknown,Unknown
1670,OM562592,KEN,cow,2016,Unknown,74/Kenya/13Jan2016/SAT2,Unknown,Unknown
1671,OM562591,KEN,cow,2016,Unknown,73/Kenya/13Jan2016/SAT1,Unknown,Unknown
1672,OM562590,KEN,cow,2016,Unknown,72/Kenya/13Jan2016/SAT1,Unknown,Unknown
1673,OM562589,KEN,cow,2016,Unknown,71/Kenya/13Jan2016/SAT2,Unknown,Unknown
1674,OM562588,KEN,cow,2016,Unknown,69/Kenya/13Jan2016/SAT2,Unknown,Unknown
1675,OM562587,KEN,cow,2016,Unknown,67/Kenya/13Jan2016/SAT2,Unknown,Unknown
1676,OM562586,KEN,cow,2016,Unknown,65/Kenya/13Jan2016/SAT2,Unknown,Unknown
1677,OM562585,KEN,cow,2016,Unknown,63/Kenya/13Jan2016/SAT2,Unknown,Unknown
1678,OM562584,KEN,cow,2016,Unknown,62/Kenya/13Jan2016/SAT2,Unknown,Unknown
1679,OM562583,KEN,cow,2016,Unknown,61/Kenya/13Jan2016/SAT2,Unknown,Unknown
1680,OM562582,KEN,cow,2016,Unknown,61/Kenya/13Jan2016/SAT1,Unknown,Unknown
1681,OM562581,KEN,cow,2016,Unknown,60/Kenya/13Jan2016/SAT2,Unknown,Unknown
1682,OM562580,KEN,cow,2016,Unknown,59/Kenya/12Jan2016/SAT2,Unknown,Unknown
1683,OM562579,KEN,cow,2016,Unknown,59/Kenya/12Jan2016/SAT1,Unknown,Unknown
1684,OM562578,KEN,cow,2016,Unknown,58/Kenya/12Jan2016/SAT2,Unknown,Unknown
1685,OM562577,KEN,cow,2016,Unknown,56/Kenya/12Jan2016/SAT2,Unknown,Unknown
