GBAC,country,host,collection_date,serotype,Topotype,lineage,color,pool
OM471631/PAK/buffalo/2012/Asia1,PAK,buffalo,2012,Asia1,ASIA,,#90D8CB,Pool3
OM471632/PAK/buffalo/2012/Asia1,PAK,buffalo,2012,Asia1,ASIA,,#8ED6CA,Pool3
OM471633/PAK/buffalo/2012/Asia1,PAK,buffalo,2012,Asia1,ASIA,,#8CD4C8,Pool3
OM471634/PAK/buffalo/2012/Asia1,PAK,buffalo,2012,Asia1,ASIA,,#8DD5C9,Pool3
OM471635/PAK/buffalo/2012/Asia1,PAK,buffalo,2012,Asia1,ASIA,,#8DD6C9,Pool3
OM471636/PAK/buffalo/2012/Asia1,PAK,buffalo,2012,Asia1,ASIA,,#8FD7CB,Pool3
OM471637/PAK/buffalo/2012/Asia1,PAK,buffalo,2012,Asia1,ASIA,,#83CDC1,Pool3
OM471638/PAK/buffalo/2012/Asia1,PAK,buffalo,2012,Asia1,ASIA,,#7DC8BC,Pool3
OM471639/PAK/buffalo/2012/Asia1,PAK,buffalo,2012,Asia1,ASIA,,#81CCBF,Pool3
OM471640/PAK/buffalo/2012/Asia1,PAK,buffalo,2012,Asia1,ASIA,,#74C1B5,Pool3
OM471641/PAK/buffalo/2012/Asia1,PAK,buffalo,2012,Asia1,ASIA,,#7FCABD,Pool3
OM471642/PAK/buffalo/2012/Asia1,PAK,buffalo,2012,Asia1,ASIA,,#80CABE,Pool3
OM471643/PAK/buffalo/2012/Asia1,PAK,buffalo,2012,Asia1,ASIA,,#81CBBF,Pool3
OM471644/PAK/buffalo/2012/Asia1,PAK,buffalo,2012,Asia1,ASIA,,#7EC9BD,Pool3
OM471645/PAK/buffalo/2012/Asia1,PAK,buffalo,2012,Asia1,ASIA,,#75C2B5,Pool3
OM471646/PAK/buffalo/2012/Asia1,PAK,buffalo,2012,Asia1,ASIA,,#7CC8BB,Pool3
OM471647/PAK/buffalo/2012/Asia1,PAK,buffalo,2012,Asia1,ASIA,,#70BEB1,Pool3
OM471648/PAK/buffalo/2012/Asia1,PAK,buffalo,2012,Asia1,ASIA,,#82CCC0,Pool3
OM471649/PAK/buffalo/2012/Asia1,PAK,buffalo,2012,Asia1,ASIA,,#77C3B7,Pool3
OM471650/PAK/buffalo/2012/Asia1,PAK,buffalo,2012,Asia1,ASIA,,#94DBCF,Pool3
OM471651/PAK/buffalo/2012/Asia1,PAK,buffalo,2012,Asia1,ASIA,,#78C4B8,Pool3
OM471652/PAK/buffalo/2012/Asia1,PAK,buffalo,2012,Asia1,ASIA,,#7CC7BB,Pool3
OM471653/PAK/buffalo/2012/Asia1,PAK,buffalo,2012,Asia1,ASIA,,#7AC6B9,Pool3
OM471654/PAK/buffalo/2012/Asia1,PAK,buffalo,2012,Asia1,ASIA,,#85CFC3,Pool3
OM471655/PAK/buffalo/2012/Asia1,PAK,buffalo,2012,Asia1,ASIA,,#79C5B9,Pool3
OM471656/PAK/buffalo/2012/Asia1,PAK,buffalo,2012,Asia1,ASIA,,#85CEC2,Pool3
OM471657/PAK/buffalo/2012/Asia1,PAK,buffalo,2012,Asia1,ASIA,,#84CEC1,Pool3
OM471658/PAK/buffalo/2012/Asia1,PAK,buffalo,2012,Asia1,ASIA,,#7BC6BA,Pool3
OM471659/PAK/cattle/2012/Asia1,PAK,cattle,2012,Asia1,ASIA,,#67B6A9,Pool3
OM471660/PAK/buffalo/2012/Asia1,PAK,buffalo,2012,Asia1,ASIA,,#8BD4C7,Pool3
OM471661/PAK/cattle/2012/Asia1,PAK,cattle,2012,Asia1,ASIA,,#6EBCAF,Pool3
OM471662/PAK/cattle/2012/Asia1,PAK,cattle,2012,Asia1,ASIA,,#89D2C5,Pool3
OM471663/PAK/cattle/2012/Asia1,PAK,cattle,2012,Asia1,ASIA,,#88D1C5,Pool3
OM471664/PAK/buffalo/2011/Asia1,PAK,buffalo,2011,Asia1,ASIA,,#6BBAAD,Pool3
OM471665/PAK/buffalo/2011/Asia1,PAK,buffalo,2011,Asia1,ASIA,,#6DBBAF,Pool3
OM471666/PAK/buffalo/2011/Asia1,PAK,buffalo,2011,Asia1,ASIA,,#70BDB1,Pool3
OM471667/PAK/buffalo/2011/Asia1,PAK,buffalo,2011,Asia1,ASIA,,#6FBCB0,Pool3
OM471668/PAK/cattle/2012/Asia1,PAK,cattle,2012,Asia1,ASIA,,#65B5A8,Pool3
OM471669/PAK/cattle/2012/Asia1,PAK,cattle,2012,Asia1,ASIA,,#66B5A9,Pool3
OM471670/PAK/buffalo/2012/Asia1,PAK,buffalo,2012,Asia1,ASIA,,#8AD3C7,Pool3
OM471671/PAK/cattle/2012/Asia1,PAK,cattle,2012,Asia1,ASIA,,#6BB9AD,Pool3
OM471672/PAK/cattle/2012/Asia1,PAK,cattle,2012,Asia1,ASIA,,#6AB9AC,Pool3
OM471673/PAK/cattle/2012/Asia1,PAK,cattle,2012,Asia1,ASIA,,#92D9CD,Pool3
OM471674/PAK/cattle/2011/Asia1,PAK,cattle,2011,Asia1,ASIA,,#72BFB3,Pool3
OM471675/PAK/cattle/2011/Asia1,PAK,cattle,2011,Asia1,ASIA,,#71BEB2,Pool3
OM471676/PAK/cattle/2011/Asia1,PAK,cattle,2011,Asia1,ASIA,,#6CBBAE,Pool3
OM471677/PAK/buffalo/2012/Asia1,PAK,buffalo,2012,Asia1,ASIA,,#73C0B3,Pool3
OM471678/PAK/cattle/2012/Asia1,PAK,cattle,2012,Asia1,ASIA,,#69B8AB,Pool3
OM471679/PAK/cattle/2012/Asia1,PAK,cattle,2012,Asia1,ASIA,,#68B7AB,Pool3
OM471680/PAK/buffalo/2012/Asia1,PAK,buffalo,2012,Asia1,ASIA,,#91D8CC,Pool3
OM562453/KEN/cow/2016/SAT2,KEN,cow,2016,SAT2,IV,,#F9998B,Pool4
OM562454/KEN/cow/2016/SAT2,KEN,cow,2016,SAT2,IV,,#F89789,Pool4
OM562455/KEN/cow/2016/SAT2,KEN,cow,2016,SAT2,IV,,#F89788,Pool4
OM562456/KEN/cow/2016/SAT2,KEN,cow,2016,SAT2,IV,,#F8988A,Pool4
OM562457/KEN/cow/2016/SAT2,KEN,cow,2016,SAT2,IV,,#FB9F94,Pool4
OM562458/KEN/cow/2016/SAT2,KEN,cow,2016,SAT2,IV,,#FFA8A0,Pool4
OM562459/KEN/cow/2016/SAT2,KEN,cow,2016,SAT2,IV,,#FCA298,Pool4
OM562460/KEN/cow/2016/SAT2,KEN,cow,2016,SAT2,IV,,#FA9B8F,Pool4
OM562461/KEN/cow/2016/SAT2,KEN,cow,2016,SAT2,IV,,#FDA49B,Pool4
OM562462/KEN/cow/2016/SAT2,KEN,cow,2016,SAT2,IV,,#FEA69D,Pool4
OM562463/KEN/cow/2016/SAT2,KEN,cow,2016,SAT2,IV,,#FDA39A,Pool4
OM562464/KEN/cow/2016/SAT2,KEN,cow,2016,SAT2,IV,,#FEA59C,Pool4
OM562465/KEN/cow/2016/SAT2,KEN,cow,2016,SAT2,IV,,#FB9E92,Pool4
OM562466/KEN/cow/2016/SAT2,KEN,cow,2016,SAT2,IV,,#FCA196,Pool4
OM562467/KEN/cow/2016/SAT2,KEN,cow,2016,SAT2,IV,,#FDA399,Pool4
OM562468/KEN/cow/2016/SAT2,KEN,cow,2016,SAT2,IV,,#FA9C90,Pool4
OM562469/KEN/cow/2016/SAT2,KEN,cow,2016,SAT2,IV,,#FB9F93,Pool4
OM562470/KEN/cow/2016/SAT2,KEN,cow,2016,SAT2,IV,,#FCA095,Pool4
OM562471/KEN/cow/2016/SAT2,KEN,cow,2016,SAT2,IV,,#FA9D91,Pool4
OM562472/KEN/cow/2016/SAT2,KEN,cow,2016,SAT2,IV,,#FEA79E,Pool4
OM562473/KEN/cow/2016/SAT2,KEN,cow,2016,SAT2,IV,,#F99B8D,Pool4
OM562474/KEN/cow/2016/SAT2,KEN,cow,2016,SAT2,IV,,#E36643,Pool4
OM562475/KEN/cow/2016/SAT2,KEN,cow,2016,SAT2,IV,,#E36441,Pool4
OM562476/KEN/cow/2016/SAT2,KEN,cow,2016,SAT2,IV,,#E36542,Pool4
OM562477/KEN/cow/2016/SAT2,KEN,cow,2016,SAT2,IV,,#F59180,Pool4
OM562478/KEN/cow/2016/SAT2,KEN,cow,2016,SAT2,IV,,#F58F7E,Pool4
OM562479/KEN/cow/2016/SAT2,KEN,cow,2016,SAT2,IV,,#F48D7A,Pool4
OM562480/KEN/cow/2016/SAT2,KEN,cow,2016,SAT2,IV,,#F48F7D,Pool4
OM562481/KEN/cow/2016/SAT2,KEN,cow,2016,SAT2,IV,,#F69383,Pool4
OM562482/KEN/cow/2016/SAT2,KEN,cow,2016,SAT2,IV,,#F79484,Pool4
OM562483/KEN/cow/2016/SAT2,KEN,cow,2016,SAT2,IV,,#F5907F,Pool4
OM562484/KEN/cow/2016/SAT2,KEN,cow,2016,SAT2,IV,,#F38C79,Pool4
OM562485/KEN/cow/2016/SAT2,KEN,cow,2016,SAT2,IV,,#F69382,Pool4
OM562486/KEN/cow/2016/SAT2,KEN,cow,2016,SAT2,IV,,#F69281,Pool4
OM562487/KEN/cow/2016/SAT2,KEN,cow,2016,SAT2,IV,,#F79687,Pool4
OM562488/KEN/cow/2016/SAT2,KEN,cow,2016,SAT2,IV,,#F38B78,Pool4
OM562489/KEN/cow/2016/SAT2,KEN,cow,2016,SAT2,IV,,#F38B77,Pool4
OM562490/KEN/cow/2016/SAT2,KEN,cow,2016,SAT2,IV,,#F48E7B,Pool4
OM562491/KEN/cow/2016/SAT2,KEN,cow,2016,SAT2,IV,,#F28A76,Pool4
OM562492/KEN/cow/2016/SAT2,KEN,cow,2016,SAT2,IV,,#F79586,Pool4
OM562493/KEN/cow/2016/SAT2,KEN,cow,2016,SAT2,IV,,#E56B4A,Pool4
OM562494/KEN/cow/2016/SAT2,KEN,cow,2016,SAT2,IV,,#E66D4D,Pool4
OM562495/KEN/cow/2016/SAT2,KEN,cow,2016,SAT2,IV,,#E56A49,Pool4
OM562496/KEN/cow/2016/SAT2,KEN,cow,2016,SAT2,IV,,#E46846,Pool4
OM562497/KEN/cow/2016/SAT2,KEN,cow,2016,SAT2,IV,,#E66B4B,Pool4
OM562498/KEN/cow/2016/SAT2,KEN,cow,2016,SAT2,IV,,#E46745,Pool4
OM562499/KEN/cow/2016/SAT2,KEN,cow,2016,SAT2,IV,,#E56948,Pool4
OM562500/KEN/cow/2016/SAT2,KEN,cow,2016,SAT2,IV,,#E46744,Pool4
OM562501/KEN/cow/2016/SAT2,KEN,cow,2016,SAT2,IV,,#E66C4C,Pool4
OM562502/KEN/cow/2016/SAT2,KEN,cow,2016,SAT2,IV,,#F0836D,Pool4
OM562503/KEN/cow/2016/SAT2,KEN,cow,2016,SAT2,IV,,#EF836C,Pool4
OM562504/KEN/cow/2016/SAT2,KEN,cow,2016,SAT2,IV,,#EF826B,Pool4
OM562505/KEN/cow/2016/SAT2,KEN,cow,2016,SAT2,IV,,#F0856F,Pool4
OM562506/KEN/cow/2016/SAT2,KEN,cow,2016,SAT2,IV,,#EF8169,Pool4
OM562507/KEN/cow/2016/SAT2,KEN,cow,2016,SAT2,IV,,#F0846E,Pool4
OM562508/KEN/cow/2016/SAT2,KEN,cow,2016,SAT2,IV,,#EC7B61,Pool4
OM562509/KEN/cow/2016/SAT2,KEN,cow,2016,SAT2,IV,,#ED7D64,Pool4
OM562510/KEN/cow/2016/SAT2,KEN,cow,2016,SAT2,IV,,#ED7C63,Pool4
OM562511/KEN/cow/2016/SAT2,KEN,cow,2016,SAT2,IV,,#EE7F66,Pool4
OM562512/KEN/cow/2016/SAT2,KEN,cow,2016,SAT2,IV,,#EC7B60,Pool4
OM562513/KEN/cow/2016/SAT2,KEN,cow,2016,SAT2,IV,,#ED7E65,Pool4
OM562514/KEN/cow/2016/SAT1,KEN,cow,2016,SAT1,I-NORTHWEST-ZIMBABWE-NWZ,,#E1A85E,Pool4
OM562515/KEN/cow/2016/SAT1,KEN,cow,2016,SAT1,I-NORTHWEST-ZIMBABWE-NWZ,,#E0A75C,Pool4
OM562516/KEN/cow/2016/SAT1,KEN,cow,2016,SAT1,I-NORTHWEST-ZIMBABWE-NWZ,,#DFA559,Pool4
OM562517/KEN/cow/2016/SAT1,KEN,cow,2016,SAT1,I-NORTHWEST-ZIMBABWE-NWZ,,#DCA152,Pool4
OM562518/KEN/cow/2016/SAT1,KEN,cow,2016,SAT1,I-NORTHWEST-ZIMBABWE-NWZ,,#E0A65A,Pool4
OM562519/KEN/cow/2016/SAT1,KEN,cow,2016,SAT1,I-NORTHWEST-ZIMBABWE-NWZ,,#DBA050,Pool4
OM562520/KEN/cow/2016/SAT1,KEN,cow,2016,SAT1,I-NORTHWEST-ZIMBABWE-NWZ,,#DCA254,Pool4
OM562521/KEN/cow/2016/SAT1,KEN,cow,2016,SAT1,I-NORTHWEST-ZIMBABWE-NWZ,,#E3AA61,Pool4
OM562522/KEN/cow/2016/SAT1,KEN,cow,2016,SAT1,I-NORTHWEST-ZIMBABWE-NWZ,,#DDA355,Pool4
OM562523/KEN/cow/2016/SAT1,KEN,cow,2016,SAT1,I-NORTHWEST-ZIMBABWE-NWZ,,#DEA457,Pool4
OM562524/KEN/cow/2016/SAT1,KEN,cow,2016,SAT1,I-NORTHWEST-ZIMBABWE-NWZ,,#DAA04F,Pool4
OM562525/KEN/cow/2016/SAT1,KEN,cow,2016,SAT1,I-NORTHWEST-ZIMBABWE-NWZ,,#E2A960,Pool4
OM562526/KEN/cow/2016/SAT1,KEN,cow,2016,SAT1,I-NORTHWEST-ZIMBABWE-NWZ,,#FFCA9C,Pool4
OM562527/KEN/cow/2016/SAT1,KEN,cow,2016,SAT1,I-NORTHWEST-ZIMBABWE-NWZ,,#FCC796,Pool4
OM562528/KEN/cow/2016/SAT1,KEN,cow,2016,SAT1,I-NORTHWEST-ZIMBABWE-NWZ,,#FAC593,Pool4
OM562529/KEN/cow/2016/SAT1,KEN,cow,2016,SAT1,I-NORTHWEST-ZIMBABWE-NWZ,,#F9C390,Pool4
OM562530/KEN/cow/2016/SAT1,KEN,cow,2016,SAT1,I-NORTHWEST-ZIMBABWE-NWZ,,#F8C28E,Pool4
OM562531/KEN/cow/2016/SAT1,KEN,cow,2016,SAT1,I-NORTHWEST-ZIMBABWE-NWZ,,#FBC695,Pool4
OM562532/KEN/cow/2016/SAT1,KEN,cow,2016,SAT1,I-NORTHWEST-ZIMBABWE-NWZ,,#FDC898,Pool4
OM562533/KEN/cow/2016/SAT1,KEN,cow,2016,SAT1,I-NORTHWEST-ZIMBABWE-NWZ,,#FAC491,Pool4
OM562534/KEN/cow/2016/SAT1,KEN,cow,2016,SAT1,I-NORTHWEST-ZIMBABWE-NWZ,,#FEC99A,Pool4
OM562535/KEN/cow/2016/SAT1,KEN,cow,2016,SAT1,I-NORTHWEST-ZIMBABWE-NWZ,,#F3BC84,Pool4
OM562536/KEN/cow/2016/SAT1,KEN,cow,2016,SAT1,I-NORTHWEST-ZIMBABWE-NWZ,,#F6BF89,Pool4
OM562537/KEN/cow/2016/SAT1,KEN,cow,2016,SAT1,I-NORTHWEST-ZIMBABWE-NWZ,,#F4BD85,Pool4
OM562538/KEN/cow/2016/SAT1,KEN,cow,2016,SAT1,I-NORTHWEST-ZIMBABWE-NWZ,,#F2BB82,Pool4
OM562539/KEN/cow/2016/SAT1,KEN,cow,2016,SAT1,I-NORTHWEST-ZIMBABWE-NWZ,,#F2BB80,Pool4
OM562540/KEN/cow/2016/SAT1,KEN,cow,2016,SAT1,I-NORTHWEST-ZIMBABWE-NWZ,,#F1BA7E,Pool4
OM562541/KEN/cow/2016/SAT1,KEN,cow,2016,SAT1,I-NORTHWEST-ZIMBABWE-NWZ,,#F5BE87,Pool4
OM562542/KEN/cow/2016/SAT1,KEN,cow,2016,SAT1,I-NORTHWEST-ZIMBABWE-NWZ,,#D59A44,Pool4
OM562543/KEN/cow/2016/SAT1,KEN,cow,2016,SAT1,I-NORTHWEST-ZIMBABWE-NWZ,,#D89D49,Pool4
OM562544/KEN/cow/2016/SAT2,KEN,cow,2016,SAT2,IV,,#E26340,Pool4
OM562545/KEN/cow/2016/SAT1,KEN,cow,2016,SAT1,I-NORTHWEST-ZIMBABWE-NWZ,,#D79C48,Pool4
OM562546/KEN/cow/2016/SAT1,KEN,cow,2016,SAT1,I-NORTHWEST-ZIMBABWE-NWZ,,#D49943,Pool4
OM562547/KEN/cow/2016/SAT1,KEN,cow,2016,SAT1,I-NORTHWEST-ZIMBABWE-NWZ,,#D69B46,Pool4
OM562548/KEN/cow/2016/SAT2,KEN,cow,2016,SAT2,IV,,#E97356,Pool4
OM562549/KEN/cow/2016/SAT2,KEN,cow,2016,SAT2,IV,,#DF5B34,Pool4
OM562550/KEN/cow/2016/SAT2,KEN,cow,2016,SAT2,IV,,#EA765A,Pool4
OM562551/KEN/cow/2016/SAT2,KEN,cow,2016,SAT2,IV,,#EB795E,Pool4
OM562552/KEN/cow/2016/SAT2,KEN,cow,2016,SAT2,IV,,#EA775B,Pool4
OM562553/KEN/cow/2016/SAT2,KEN,cow,2016,SAT2,IV,,#E97355,Pool4
OM562554/KEN/cow/2016/SAT2,KEN,cow,2016,SAT2,IV,,#E87052,Pool4
OM562555/KEN/cow/2016/SAT1,KEN,cow,2016,SAT1,I-NORTHWEST-ZIMBABWE-NWZ,,#E5AD66,Pool4
OM562556/KEN/cow/2016/SAT1,KEN,cow,2016,SAT1,I-NORTHWEST-ZIMBABWE-NWZ,,#E7AE6A,Pool4
OM562557/KEN/cow/2016/SAT1,KEN,cow,2016,SAT1,I-NORTHWEST-ZIMBABWE-NWZ,,#E6AE68,Pool4
OM562558/KEN/cow/2016/SAT1,KEN,cow,2016,SAT1,I-NORTHWEST-ZIMBABWE-NWZ,,#EBB372,Pool4
OM562559/KEN/cow/2016/SAT1,KEN,cow,2016,SAT1,I-NORTHWEST-ZIMBABWE-NWZ,,#EDB576,Pool4
OM562560/KEN/cow/2016/SAT1,KEN,cow,2016,SAT1,I-NORTHWEST-ZIMBABWE-NWZ,,#ECB474,Pool4
OM562561/KEN/cow/2016/SAT2,KEN,cow,2016,SAT2,IV,,#E76F4F,Pool4
OM562562/KEN/cow/2016/SAT2,KEN,cow,2016,SAT2,IV,,#E76E4E,Pool4
OM562563/KEN/cow/2016/SAT1,KEN,cow,2016,SAT1,I-NORTHWEST-ZIMBABWE-NWZ,,#D99F4D,Pool4
OM562564/KEN/cow/2016/SAT2,KEN,cow,2016,SAT2,IV,,#EE8068,Pool4
OM562565/KEN/cow/2016/SAT1,KEN,cow,2016,SAT1,I-NORTHWEST-ZIMBABWE-NWZ,,#EDB678,Pool4
OM562566/KEN/cow/2016/SAT1,KEN,cow,2016,SAT1,I-NORTHWEST-ZIMBABWE-NWZ,,#F0B97D,Pool4
OM562567/KEN/cow/2016/SAT2,KEN,cow,2016,SAT2,IV,,#EE7F67,Pool4
OM562568/KEN/cow/2016/SAT2,KEN,cow,2016,SAT2,IV,,#EA7558,Pool4
OM562569/KEN/cow/2016/SAT2,KEN,cow,2016,SAT2,IV,,#EB785D,Pool4
OM562570/KEN/cow/2016/SAT2,KEN,cow,2016,SAT2,IV,,#E87254,Pool4
OM562571/KEN/cow/2016/SAT1,KEN,cow,2016,SAT1,I-NORTHWEST-ZIMBABWE-NWZ,,#F6C08A,Pool4
OM562572/KEN/cow/2016/SAT2,KEN,cow,2016,SAT2,IV,,#DE5A32,Pool4
OM562575/KEN/cow/2016/SAT2,KEN,cow,2016,SAT2,IV,,#F18670,Pool4
OM562576/KEN/cow/2016/SAT1,KEN,cow,2016,SAT1,I-NORTHWEST-ZIMBABWE-NWZ,,#F7C18C,Pool4
OM562577/KEN/cow/2016/SAT2,KEN,cow,2016,SAT2,IV,,#E2633F,Pool4
OM562578/KEN/cow/2016/SAT2,KEN,cow,2016,SAT2,IV,,#F28975,Pool4
OM562580/KEN/cow/2016/SAT2,KEN,cow,2016,SAT2,IV,,#F99A8C,Pool4
OM562581/KEN/cow/2016/SAT2,KEN,cow,2016,SAT2,IV,,#E2623D,Pool4
OM562582/KEN/cow/2016/SAT1,KEN,cow,2016,SAT1,I-NORTHWEST-ZIMBABWE-NWZ,,#D89E4B,Pool4
OM562583/KEN/cow/2016/SAT2,KEN,cow,2016,SAT2,IV,,#F18772,Pool4
OM562584/KEN/cow/2016/SAT2,KEN,cow,2016,SAT2,IV,,#F18771,Pool4
OM562585/KEN/cow/2016/SAT2,KEN,cow,2016,SAT2,IV,,#F28874,Pool4
OM562586/KEN/cow/2016/SAT2,KEN,cow,2016,SAT2,IV,,#E76F51,Pool4
OM562587/KEN/cow/2016/SAT2,KEN,cow,2016,SAT2,IV,,#EB775C,Pool4
OM562588/KEN/cow/2016/SAT2,KEN,cow,2016,SAT2,IV,,#EC7A5F,Pool4
OM562589/KEN/cow/2016/SAT2,KEN,cow,2016,SAT2,IV,,#E87153,Pool4
OM562590/KEN/cow/2016/SAT1,KEN,cow,2016,SAT1,I-NORTHWEST-ZIMBABWE-NWZ,,#EEB779,Pool4
OM562591/KEN/cow/2016/SAT1,KEN,cow,2016,SAT1,I-NORTHWEST-ZIMBABWE-NWZ,,#EFB87B,Pool4
OM562592/KEN/cow/2016/SAT2,KEN,cow,2016,SAT2,IV,,#E97457,Pool4
OM562593/KEN/cow/2016/SAT2,KEN,cow,2016,SAT2,IV,,#DF5B33,Pool4
OM562595/KEN/cow/2016/SAT2,KEN,cow,2016,SAT2,IV,,#E05E38,Pool4
OM562596/KEN/cow/2016/SAT2,KEN,cow,2016,SAT2,IV,,#E05F39,Pool4
OM562597/KEN/cow/2016/SAT2,KEN,cow,2016,SAT2,IV,,#E1603B,Pool4
OM562598/KEN/cow/2016/SAT2,KEN,cow,2016,SAT2,IV,,#E15F3A,Pool4
OM562599/KEN/cow/2016/SAT2,KEN,cow,2016,SAT2,IV,,#E05D37,Pool4
OM562600/KEN/cow/2016/SAT2,KEN,cow,2016,SAT2,IV,,#DF5C36,Pool4
OM562601/KEN/cow/2014/SAT1,KEN,cow,2014,SAT1,I-NORTHWEST-ZIMBABWE-NWZ,,#EAB271,Pool4
OM562602/KEN/cow/2014/SAT1,KEN,cow,2014,SAT1,I-NORTHWEST-ZIMBABWE-NWZ,,#E9B06D,Pool4
OM863580/EGY/cattle/2012/A,EGY,cattle,2012,A,AFRICA,,#857FAA,Pool3/Pool4
OM863581/KEN/cattle/2012/A,KEN,cattle,2012,A,AFRICA,,#827CA7,Pool4
OM863582/KEN/cattle/2010/SAT1,KEN,cattle,2010,SAT1,I-NORTHWEST-ZIMBABWE-NWZ,,#D0943A,Pool4
OM863583/KEN/cattle/2013/SAT1,KEN,cattle,2013,SAT1,I-NORTHWEST-ZIMBABWE-NWZ,,#D3973F,Pool4
ON557390/ZMB/cow/2015/SAT3,ZMB,cow,2015,SAT3,I-SOUTHEAST-ZIMBABWE-SEZ,,#5589A9,Pool6
ON652965/VNM/cow/2015/A,VNM,cow,2015,A,ASIA,Sea-97,#C2BDDF,Pool1
ON652966/VNM/cow/2015/A,VNM,cow,2015,A,ASIA,Sea-97,#B9B5D8,Pool1
ON652967/VNM/cow/2013/A,VNM,cow,2013,A,ASIA,Sea-97,#C5C1E2,Pool1
ON652968/VNM/cow/2015/A,VNM,cow,2015,A,ASIA,Sea-97,#C0BBDE,Pool1
ON652969/VNM/cow/2015/A,VNM,cow,2015,A,ASIA,Sea-97,#BEB9DC,Pool1
ON652970/VNM/cow/2015/A,VNM,cow,2015,A,ASIA,Sea-97,#BDB9DB,Pool1
ON652971/VNM/cow/2015/A,VNM,cow,2015,A,ASIA,Sea-97,#BDB8DB,Pool1
ON652972/VNM/cow/2015/A,VNM,cow,2015,A,ASIA,Sea-97,#BDB9DB,Pool1
ON652973/VNM/water-buffalo/2015/A,VNM,water-buffalo,2015,A,ASIA,Sea-97,#BFBADD,Pool1
ON652974/VNM/cow/2015/A,VNM,cow,2015,A,ASIA,Sea-97,#BEBADC,Pool1
ON652975/VNM/cow/2015/A,VNM,cow,2015,A,ASIA,Sea-97,#BEBADC,Pool1
ON652976/VNM/cow/2015/A,VNM,cow,2015,A,ASIA,Sea-97,#BFBBDD,Pool1
ON652977/VNM/cow/2015/A,VNM,cow,2015,A,ASIA,Sea-97,#BEB9DC,Pool1
ON652978/VNM/cow/2015/A,VNM,cow,2015,A,ASIA,Sea-97,#C0BCDE,Pool1
ON652979/VNM/cow/2015/A,VNM,cow,2015,A,ASIA,Sea-97,#C1BDDF,Pool1
ON652980/VNM/cow/2015/A,VNM,cow,2015,A,ASIA,Sea-97,#C1BCDE,Pool1
ON652981/VNM/cow/2015/A,VNM,cow,2015,A,ASIA,Sea-97,#BDB8DB,Pool1
ON652982/VNM/cow/2015/A,VNM,cow,2015,A,ASIA,Sea-97,#C1BDDF,Pool1
ON652983/VNM/cow/2015/A,VNM,cow,2015,A,ASIA,Sea-97,#C0BCDE,Pool1
ON652984/VNM/cow/2015/A,VNM,cow,2015,A,ASIA,Sea-97,#C0BBDD,Pool1
ON736860/UGA/cow/2015/O,UGA,cow,2015,O,EAST-AFRICA-2-EA-2,,#BBBB21,Pool4
ON784045/UGA/cow/2015/O,UGA,cow,2015,O,EAST-AFRICA-2-EA-2,,#BBBB21,Pool4
ON784046/UGA/cow/2015/O,UGA,cow,2015,O,EAST-AFRICA-2-EA-2,,#BBBB21,Pool4
ON784047/UGA/cow/2015/O,UGA,cow,2015,O,EAST-AFRICA-2-EA-2,,#BBBB20,Pool4
ON868519/VNM/cow/2017/O,VNM,cow,2017,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,,#FFFFC8,Pool1
ON868520/VNM/cow/2017/O,VNM,cow,2017,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,,#FEFEC7,Pool1
ON868521/VNM/pig/2018/O,VNM,pig,2018,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,,#FBFBC0,Pool1
ON868522/VNM/cow/2017/O,VNM,cow,2017,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,,#FEFEC7,Pool1
ON868523/VNM/cow/2017/O,VNM,cow,2017,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,,#FEFEC7,Pool1
ON868524/VNM/cow/2018/O,VNM,cow,2018,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,,#FDFDC4,Pool1
ON868525/VNM/water-buffalo/2018/O,VNM,water-buffalo,2018,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,,#FDFDC3,Pool1
ON868526/VNM/cow/2018/O,VNM,cow,2018,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,,#FDFDC4,Pool1
ON868527/VNM/cow/2018/O,VNM,cow,2018,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,,#FCFCC1,Pool1
ON868528/VNM/pig/2018/O,VNM,pig,2018,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,,#FEFEC6,Pool1
ON868529/VNM/cow/2018/O,VNM,cow,2018,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,,#FCFCC0,Pool1
ON868530/VNM/Unknown/2018/O,VNM,Unknown,2018,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,,#FAFABC,Pool1
ON868531/VNM/Unknown/2018/O,VNM,Unknown,2018,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,,#FAFABC,Pool1
ON868532/VNM/Unknown/2018/O,VNM,Unknown,2018,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,,#FAFABD,Pool1
ON868533/VNM/Unknown/2018/O,VNM,Unknown,2018,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,,#FAFABE,Pool1
