Genbank accession,Year,Country,Host,Isolate,Strain,Serotype,Topotype,Lineage,pool,Reference Title,Isolation source
MG983718,2015,NPL,cattle,NEP/10/2015,,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,,Pool2,Reconstructing the evolutionary history of pandemic foot-and-mouth disease viruses: the impact of recombination within the emerging O/ME-SA/Ind-2001 lineage,Not found
MG983717,2015,NPL,cattle,NEP/3/2015,,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,Ind-2001d,Pool2,Reconstructing the evolutionary history of pandemic foot-and-mouth disease viruses: the impact of recombination within the emerging O/ME-SA/Ind-2001 lineage,Not found
MG983716,2014,NPL,cattle,NEP/6/2014,,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,Ind-2001d,Pool2,Reconstructing the evolutionary history of pandemic foot-and-mouth disease viruses: the impact of recombination within the emerging O/ME-SA/Ind-2001 lineage,Not found
MG983715,2014,NPL,cattle,NEP/1/2014,,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,Ind-2001d,Pool2,Reconstructing the evolutionary history of pandemic foot-and-mouth disease viruses: the impact of recombination within the emerging O/ME-SA/Ind-2001 lineage,Not found
MG983714,2013,NPL,pig,NEP/18/2013,,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,Ind-2001d,Pool2,Reconstructing the evolutionary history of pandemic foot-and-mouth disease viruses: the impact of recombination within the emerging O/ME-SA/Ind-2001 lineage,Not found
MG983713,2013,NPL,cattle,NEP/17/2013,,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,Ind-2001d,Pool2,Reconstructing the evolutionary history of pandemic foot-and-mouth disease viruses: the impact of recombination within the emerging O/ME-SA/Ind-2001 lineage,Not found
MG983712,2013,NPL,cattle,NEP/16/2013,,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,Ind-2001d,Pool2,Reconstructing the evolutionary history of pandemic foot-and-mouth disease viruses: the impact of recombination within the emerging O/ME-SA/Ind-2001 lineage,Not found
MG983711,2013,NPL,cattle,NEP/6/2013,,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,Ind-2001d,Pool2,Reconstructing the evolutionary history of pandemic foot-and-mouth disease viruses: the impact of recombination within the emerging O/ME-SA/Ind-2001 lineage,Not found
MG983710,2012,NPL,water-buffalo,NEP/21/2012,,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,,Pool2,Reconstructing the evolutionary history of pandemic foot-and-mouth disease viruses: the impact of recombination within the emerging O/ME-SA/Ind-2001 lineage,Not found
MG983709,2012,NPL,cattle,NEP/13/2012,,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,Ind-2001d,Pool2,Reconstructing the evolutionary history of pandemic foot-and-mouth disease viruses: the impact of recombination within the emerging O/ME-SA/Ind-2001 lineage,Not found
MG983708,2012,NPL,cattle,NEP/10/2012,,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,Ind-2001d,Pool2,Reconstructing the evolutionary history of pandemic foot-and-mouth disease viruses: the impact of recombination within the emerging O/ME-SA/Ind-2001 lineage,Not found
MG983707,2012,NPL,water-buffalo,NEP/6/2012,,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,,Pool2,Reconstructing the evolutionary history of pandemic foot-and-mouth disease viruses: the impact of recombination within the emerging O/ME-SA/Ind-2001 lineage,Not found
MG983706,2010,NPL,cattle,NEP/9/2010,,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,Ind-2001d,Pool2,Reconstructing the evolutionary history of pandemic foot-and-mouth disease viruses: the impact of recombination within the emerging O/ME-SA/Ind-2001 lineage,Not found
MG983705,2010,NPL,cattle,NEP/7/2010,,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,Ind-2001d,Pool2,Reconstructing the evolutionary history of pandemic foot-and-mouth disease viruses: the impact of recombination within the emerging O/ME-SA/Ind-2001 lineage,Not found
MG983704,2008,NPL,cattle,NEP/5/2008,,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,,Pool2,Reconstructing the evolutionary history of pandemic foot-and-mouth disease viruses: the impact of recombination within the emerging O/ME-SA/Ind-2001 lineage,Not found
MG983703,2016,MMR,cattle,MYA/3/2016,,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,,Pool1,Reconstructing the evolutionary history of pandemic foot-and-mouth disease viruses: the impact of recombination within the emerging O/ME-SA/Ind-2001 lineage,Not found
MG983702,2016,MUS,cattle,MUR/23/2016,,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,,,Reconstructing the evolutionary history of pandemic foot-and-mouth disease viruses: the impact of recombination within the emerging O/ME-SA/Ind-2001 lineage,Not found
MG983701,2016,MUS,cattle,MUR/21/2016,,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,,,Reconstructing the evolutionary history of pandemic foot-and-mouth disease viruses: the impact of recombination within the emerging O/ME-SA/Ind-2001 lineage,Not found
MG983700,2016,MUS,cattle,MUR/19/2016,,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,,,Reconstructing the evolutionary history of pandemic foot-and-mouth disease viruses: the impact of recombination within the emerging O/ME-SA/Ind-2001 lineage,Not found
MG983699,2016,MUS,cattle,MUR/9/2016,,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,,,Reconstructing the evolutionary history of pandemic foot-and-mouth disease viruses: the impact of recombination within the emerging O/ME-SA/Ind-2001 lineage,Not found
MG983698,2016,MUS,cattle,MUR/5/2016,,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,,,Reconstructing the evolutionary history of pandemic foot-and-mouth disease viruses: the impact of recombination within the emerging O/ME-SA/Ind-2001 lineage,Not found
MG983697,2013,LBY,cattle,LIB/22/2013,,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,Ind-2001d,Pool3/Pool4,Reconstructing the evolutionary history of pandemic foot-and-mouth disease viruses: the impact of recombination within the emerging O/ME-SA/Ind-2001 lineage,Not found
MG983696,2013,LBY,cattle,LIB/17/2013,,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,Ind-2001d,Pool3/Pool4,Reconstructing the evolutionary history of pandemic foot-and-mouth disease viruses: the impact of recombination within the emerging O/ME-SA/Ind-2001 lineage,Not found
MG983695,2013,LBY,cattle,LIB/7/2013,,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,Ind-2001d,Pool3/Pool4,Reconstructing the evolutionary history of pandemic foot-and-mouth disease viruses: the impact of recombination within the emerging O/ME-SA/Ind-2001 lineage,Not found
MG983694,2013,LBY,cattle,LIB/1/2013,,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,Ind-2001d,Pool3/Pool4,Reconstructing the evolutionary history of pandemic foot-and-mouth disease viruses: the impact of recombination within the emerging O/ME-SA/Ind-2001 lineage,Not found
MG983693,2015,LAO,,LAO/2/2015,,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,Ind-2001d,Pool1,Reconstructing the evolutionary history of pandemic foot-and-mouth disease viruses: the impact of recombination within the emerging O/ME-SA/Ind-2001 lineage,Not found
MG983692,2009,IRN,cattle,IRN/72/2009,,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,Ind-2001d,Pool3,Reconstructing the evolutionary history of pandemic foot-and-mouth disease viruses: the impact of recombination within the emerging O/ME-SA/Ind-2001 lineage,Not found
MG983691,2016,BTN,cattle,BHU/9/2016,,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,,Pool2,Reconstructing the evolutionary history of pandemic foot-and-mouth disease viruses: the impact of recombination within the emerging O/ME-SA/Ind-2001 lineage,Not found
MG983690,2016,BTN,cattle,BHU/3/2016,,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,Ind-2001d,Pool2,Reconstructing the evolutionary history of pandemic foot-and-mouth disease viruses: the impact of recombination within the emerging O/ME-SA/Ind-2001 lineage,Not found
MG983689,2012,BTN,cattle,BHU/12/2012,,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,,Pool2,Reconstructing the evolutionary history of pandemic foot-and-mouth disease viruses: the impact of recombination within the emerging O/ME-SA/Ind-2001 lineage,Not found
MG983688,2009,BTN,cattle,BHU/40/2009,,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,Ind-2001d,Pool2,Reconstructing the evolutionary history of pandemic foot-and-mouth disease viruses: the impact of recombination within the emerging O/ME-SA/Ind-2001 lineage,Not found
MG983687,2009,BTN,cattle,BHU/2/2009,,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,Ind-2001d,Pool2,Reconstructing the evolutionary history of pandemic foot-and-mouth disease viruses: the impact of recombination within the emerging O/ME-SA/Ind-2001 lineage,Not found
MG983686,2015,BHR,cattle,BAR/15/2015,,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,Ind-2001d,Pool3,Reconstructing the evolutionary history of pandemic foot-and-mouth disease viruses: the impact of recombination within the emerging O/ME-SA/Ind-2001 lineage,Not found
MG983685,2015,BHR,cattle,BAR/2/2015,,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,Ind-2001d,Pool3,Reconstructing the evolutionary history of pandemic foot-and-mouth disease viruses: the impact of recombination within the emerging O/ME-SA/Ind-2001 lineage,Not found
MG983684,2009,BGD,cattle,BAN/1/2009,,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,Ind-2001d,Pool2,Reconstructing the evolutionary history of pandemic foot-and-mouth disease viruses: the impact of recombination within the emerging O/ME-SA/Ind-2001 lineage,Not found
MG983683,2014,DZA,,ALG/1/2014,,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,Ind-2001d,,Reconstructing the evolutionary history of pandemic foot-and-mouth disease viruses: the impact of recombination within the emerging O/ME-SA/Ind-2001 lineage,Not found
MG923580,2017,DZA,cattle,A/ALG/3/2017,,A,AFRICA,,,Foot-and-mouth disease outbreaks due to an exotic virus serotype A lineage (A/AFRICA/G-IV) in Algeria in 2017,tongue epithelium
MG923579,2017,DZA,cattle,A/ALG/2/2017,,A,AFRICA,,,Foot-and-mouth disease outbreaks due to an exotic virus serotype A lineage (A/AFRICA/G-IV) in Algeria in 2017,tongue epithelium
MF372126,1994,IND,gayal,IND281/1994,,Asia1,ASIA,,Pool2,Evolutionary analysis of foot and mouth disease isolates from Bos frontalis,Not found
MF372125,2016,IND,gayal,IND4/2016,,Asia1,ASIA,,Pool2,Evolutionary analysis of foot and mouth disease isolates from Bos frontalis,Not found
MF461724,2017,CHN,cattle,O/XJ/CHA/2017,,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,,Pool1,First detection of foot-and-mouth disease virus O/Ind-2001 in China,Not found
KY234502,2015,CHN,pig,,O/GD/CHA/2015,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,,Pool1,Emergence of A Novel Pig-adapted Strain Evolved from PanAsia Lineage Foot-and-Mouth Disease Virus,Not found
KY234501,2011,CHN,cow,,O/CHA/7/2011,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,,Pool1,Emergence of A Novel Pig-adapted Strain Evolved from PanAsia Lineage Foot-and-Mouth Disease Virus,Not found
MH053352,1990,ZWE,african-buffalo,ZIM/P27/90 (DSA-31),,SAT3,III-NORTHWEST-ZIMBABWE-NWZ,,Pool6,Full Genome Sequencing Reveals New Southern African Territories Genotypes Bringing Us Closer to Understanding True Variability of Foot-and-Mouth Disease Virus in Africa,Not found
MH053351,1984,ZWE,cattle,ZIM/2/84,,SAT3,II-WESTERN-ZIMBABWE-WZ,,Pool6,Full Genome Sequencing Reveals New Southern African Territories Genotypes Bringing Us Closer to Understanding True Variability of Foot-and-Mouth Disease Virus in Africa,Not found
MH053350,1983,ZWE,african-buffalo,ZIM/P6/83 (WN-19),,SAT3,I-SOUTHEAST-ZIMBABWE-SEZ,,Pool6,Full Genome Sequencing Reveals New Southern African Territories Genotypes Bringing Us Closer to Understanding True Variability of Foot-and-Mouth Disease Virus in Africa,Not found
MH053348,1977,ZWE,cattle,RHO/11/77,,SAT3,I-SOUTHEAST-ZIMBABWE-SEZ,,Pool6,Full Genome Sequencing Reveals New Southern African Territories Genotypes Bringing Us Closer to Understanding True Variability of Foot-and-Mouth Disease Virus in Africa,Not found
MH053347,1976,ZWE,cattle,RHO/23/76,,SAT3,I-SOUTHEAST-ZIMBABWE-SEZ,,Pool6,Full Genome Sequencing Reveals New Southern African Territories Genotypes Bringing Us Closer to Understanding True Variability of Foot-and-Mouth Disease Virus in Africa,Not found
MH053346,1976,ZWE,cattle,RHO/16/76,,SAT3,I-SOUTHEAST-ZIMBABWE-SEZ,,Pool6,Full Genome Sequencing Reveals New Southern African Territories Genotypes Bringing Us Closer to Understanding True Variability of Foot-and-Mouth Disease Virus in Africa,Not found
MH053344,1974,ZWE,cattle,RHO/7/74,,SAT3,I-SOUTHEAST-ZIMBABWE-SEZ,,Pool6,Full Genome Sequencing Reveals New Southern African Territories Genotypes Bringing Us Closer to Understanding True Variability of Foot-and-Mouth Disease Virus in Africa,Not found
MH053343,1934,ZWE,cattle,RV/7/34,,SAT3,III-NORTHWEST-ZIMBABWE-NWZ,,Pool6,Full Genome Sequencing Reveals New Southern African Territories Genotypes Bringing Us Closer to Understanding True Variability of Foot-and-Mouth Disease Virus in Africa,Not found
MH053338,1966,BWA,cattle,BOT/109/66,,SAT3,II-WESTERN-ZIMBABWE-WZ,,Pool6,Full Genome Sequencing Reveals New Southern African Territories Genotypes Bringing Us Closer to Understanding True Variability of Foot-and-Mouth Disease Virus in Africa,Not found
MH053335,1965,ZWE,cattle,SRHO/1/65,,SAT2,I,,Pool6,Full Genome Sequencing Reveals New Southern African Territories Genotypes Bringing Us Closer to Understanding True Variability of Foot-and-Mouth Disease Virus in Africa,Not found
MH053334,1964,ZMB,cattle,NR/1/64,,SAT2,III,,Pool6,Full Genome Sequencing Reveals New Southern African Territories Genotypes Bringing Us Closer to Understanding True Variability of Foot-and-Mouth Disease Virus in Africa,Not found
MH053333,1989,ETH,cattle,ETH/1/90,,SAT2,IV,,Pool4,Full Genome Sequencing Reveals New Southern African Territories Genotypes Bringing Us Closer to Understanding True Variability of Foot-and-Mouth Disease Virus in Africa,Not found
MH053332,1974,BWA,african-buffalo,BOT-BUFF/170/74,,SAT2,II,,Pool6,Full Genome Sequencing Reveals New Southern African Territories Genotypes Bringing Us Closer to Understanding True Variability of Foot-and-Mouth Disease Virus in Africa,Not found
MH053331,1972,BWA,african-buffalo,BOT-BUFF/107/72,,SAT2,II,,Pool6,Full Genome Sequencing Reveals New Southern African Territories Genotypes Bringing Us Closer to Understanding True Variability of Foot-and-Mouth Disease Virus in Africa,Not found
MH053328,1968,BWA,african-buffalo,BOT-BUFF/2/68,,SAT2,III,,Pool6,Full Genome Sequencing Reveals New Southern African Territories Genotypes Bringing Us Closer to Understanding True Variability of Foot-and-Mouth Disease Virus in Africa,Not found
MH053326,1970,UGA,african-buffalo,UGA-BUFF/10/70,,SAT1,IV-EAST-AFRICA1-EA-1,,Pool4,Full Genome Sequencing Reveals New Southern African Territories Genotypes Bringing Us Closer to Understanding True Variability of Foot-and-Mouth Disease Virus in Africa,Not found
MH053325,1978,UGA,cattle,UGA/6/78,,SAT1,VII-EAST-AFRICA-2-EA-2,,Pool4,Full Genome Sequencing Reveals New Southern African Territories Genotypes Bringing Us Closer to Understanding True Variability of Foot-and-Mouth Disease Virus in Africa,Not found
MH053324,1971,UGA,cattle,UGA/47/71,,SAT1,VII-EAST-AFRICA-2-EA-2,,Pool4,Full Genome Sequencing Reveals New Southern African Territories Genotypes Bringing Us Closer to Understanding True Variability of Foot-and-Mouth Disease Virus in Africa,Not found
MH053323,1972,TCD,cattle,TCH/1/72,,SAT1,VI,,Pool4/Pool5,Full Genome Sequencing Reveals New Southern African Territories Genotypes Bringing Us Closer to Understanding True Variability of Foot-and-Mouth Disease Virus in Africa,Not found
MH053322,1989,NAM,african-buffalo,SWA/2/89,,SAT1,III-WESTERN-ZIMBABWE-WZ,,Pool6,Full Genome Sequencing Reveals New Southern African Territories Genotypes Bringing Us Closer to Understanding True Variability of Foot-and-Mouth Disease Virus in Africa,Not found
MH053321,1981,MOZ,cattle,MOZ/5/81,,SAT1,ASIA,,Pool6,Full Genome Sequencing Reveals New Southern African Territories Genotypes Bringing Us Closer to Understanding True Variability of Foot-and-Mouth Disease Virus in Africa,Not found
MH053320,1983,KEN,cattle,K303/83,,SAT1,I-NORTHWEST-ZIMBABWE-NWZ,,Pool4,Full Genome Sequencing Reveals New Southern African Territories Genotypes Bringing Us Closer to Understanding True Variability of Foot-and-Mouth Disease Virus in Africa,Not found
MH053318,2002,UGA,,UGA/3/2002,,O,EAST-AFRICA-2-EA-2,,Pool4,Full Genome Sequencing Reveals New Southern African Territories Genotypes Bringing Us Closer to Understanding True Variability of Foot-and-Mouth Disease Virus in Africa,Not found
MH053317,1998,UGA,,UGA/17/98,,O,EAST-AFRICA-4-EA-4,,Pool4,Full Genome Sequencing Reveals New Southern African Territories Genotypes Bringing Us Closer to Understanding True Variability of Foot-and-Mouth Disease Virus in Africa,Not found
MH053316,1996,UGA,cattle,UGA/5/96,,O,EAST-AFRICA-1-EA-1,,Pool4,Full Genome Sequencing Reveals New Southern African Territories Genotypes Bringing Us Closer to Understanding True Variability of Foot-and-Mouth Disease Virus in Africa,Not found
MH053315,1976,SDN,,SUD/1/76,,O,WEST-AFRICA-WA,,Pool4,Full Genome Sequencing Reveals New Southern African Territories Genotypes Bringing Us Closer to Understanding True Variability of Foot-and-Mouth Disease Virus in Africa,Not found
MH053314,2007,ETH,cattle,ETH/1/2007,,O,EAST-AFRICA-3-EA-3,,Pool4,Full Genome Sequencing Reveals New Southern African Territories Genotypes Bringing Us Closer to Understanding True Variability of Foot-and-Mouth Disease Virus in Africa,Not found
MH053313,2006,ETH,cattle,ETH/2/2006,,O,EAST-AFRICA-3-EA-3,,Pool4,Full Genome Sequencing Reveals New Southern African Territories Genotypes Bringing Us Closer to Understanding True Variability of Foot-and-Mouth Disease Virus in Africa,Not found
MH053312,2005,ETH,cattle,ETH/58/2005,,O,EAST-AFRICA-4-EA-4,,Pool4,Full Genome Sequencing Reveals New Southern African Territories Genotypes Bringing Us Closer to Understanding True Variability of Foot-and-Mouth Disease Virus in Africa,Not found
MH053311,2004,ETH,cattle,ETH/3/2004,,O,EAST-AFRICA-3-EA-3,,Pool4,Full Genome Sequencing Reveals New Southern African Territories Genotypes Bringing Us Closer to Understanding True Variability of Foot-and-Mouth Disease Virus in Africa,Not found
MH053310,1970,UGA,cattle,UGA/18/70,,C,AFRICA,,Pool4,Full Genome Sequencing Reveals New Southern African Territories Genotypes Bringing Us Closer to Understanding True Variability of Foot-and-Mouth Disease Virus in Africa,Not found
MH053309,1967,KEN,cattle,KEN/32/70 (K267/67),,C,AFRICA,,Pool4,Full Genome Sequencing Reveals New Southern African Territories Genotypes Bringing Us Closer to Understanding True Variability of Foot-and-Mouth Disease Virus in Africa,Not found
MH053308,1971,ETH,,ETH/1/71,,C,AFRICA,,Pool4,Full Genome Sequencing Reveals New Southern African Territories Genotypes Bringing Us Closer to Understanding True Variability of Foot-and-Mouth Disease Virus in Africa,Not found
MH053307,1990,ZMB,cattle,Zambia/90,,A,AFRICA,,Pool6,Full Genome Sequencing Reveals New Southern African Territories Genotypes Bringing Us Closer to Understanding True Variability of Foot-and-Mouth Disease Virus in Africa,Not found
MH053306,1973,TCD,cattle,TCH/2/73,,A,AFRICA,,Pool4/Pool5,Full Genome Sequencing Reveals New Southern African Territories Genotypes Bringing Us Closer to Understanding True Variability of Foot-and-Mouth Disease Virus in Africa,Not found
MH053305,1972,EGY,cattle,EGY/1/72,,A,AFRICA,,Pool3/Pool4,Full Genome Sequencing Reveals New Southern African Territories Genotypes Bringing Us Closer to Understanding True Variability of Foot-and-Mouth Disease Virus in Africa,Not found
MG725876,2015,NER,cow,A/NIG/6/15,,A,AFRICA,,Pool5,Complete Genome Sequences of Five Foot-and-Mouth Disease Viruses of Serotype A Isolated from Cattle in Nigeria in 2013-2015,tongue epithelium
MG725875,2015,NER,cow,A/NIG/5/15,,A,AFRICA,,Pool5,Complete Genome Sequences of Five Foot-and-Mouth Disease Viruses of Serotype A Isolated from Cattle in Nigeria in 2013-2015,tongue epithelium
MG725874,2015,NER,cow,A/NIG/3/15,,A,AFRICA,,Pool5,Complete Genome Sequences of Five Foot-and-Mouth Disease Viruses of Serotype A Isolated from Cattle in Nigeria in 2013-2015,tongue epithelium
MG725873,2015,NER,cow,A/NIG/1/15,,A,AFRICA,,Pool5,Complete Genome Sequences of Five Foot-and-Mouth Disease Viruses of Serotype A Isolated from Cattle in Nigeria in 2013-2015,tongue epithelium
MG725872,2013,NER,cow,A/NIG/1/13,,A,AFRICA,,Pool5,Complete Genome Sequences of Five Foot-and-Mouth Disease Viruses of Serotype A Isolated from Cattle in Nigeria in 2013-2015,tongue epithelium
