GenBankAccession,Country,Host,CollectionDate,Annotated serotype,Strain,Isolate,IsolationSource,Genotyped serotype,Topotype
JX570647,GBR,cattle,2007,O,Unknown,BFS 1860 B1.2D.V,Unknown,O,Unknown
JX570646,GBR,cattle,2007,O,Unknown,BFS 1860 A5.9D.V,Unknown,O,Unknown
JX570645,GBR,cattle,2007,O,Unknown,BFS 1860 A4.12D.V,Unknown,O,Unknown
JX570644,GBR,cattle,2007,O,Unknown,BFS 1860 A3.5D.V,Unknown,O,Unknown
JX570643,GBR,cattle,2007,O,Unknown,BFS 1860 A2.32D.P,Unknown,O,Unknown
JX570642,GBR,cattle,2007,O,Unknown,BFS 1860 A2.6D.P,Unknown,O,Unknown
JX570641,GBR,cattle,2007,O,Unknown,BFS 1860 A2.6D.V,Unknown,O,Unknown
JX570640,GBR,cattle,2007,O,Unknown,BFS 1860 A2.4D.P,Unknown,O,Unknown
JX570639,GBR,cattle,2007,O,Unknown,BFS 1860 A2.2D.P,Unknown,O,Unknown
JX570638,GBR,cattle,2007,O,Unknown,BFS 1860 A1.2D.V,Unknown,O,Unknown
JX014256,PSE,cattle,2012,SAT2,Unknown,PAT/1/2012,Unknown,SAT2,Unknown
JX014255,EGY,Unknown,2012,SAT2,Unknown,EGY/9/2012,Unknown,SAT2,Unknown
JN998086,CHN,cattle,2010,Unknown,O/GZ/CHA/2010,Unknown,epithelial blister,O,Unknown
JN998085,CHN,pig,2010,Unknown,O/BY/CHA/2010,Unknown,epithelial blister,O,Unknown
JN006722,Unknown,Unknown,Unknown,Unknown,Unknown,A/SIN/PAK/L4/2008,Unknown,A,Unknown
JN006720,Unknown,Unknown,Unknown,Unknown,Unknown,As/SIN/PAK/L2810/2009,Unknown,Asia1,Unknown
JN006719,Unknown,Unknown,Unknown,Unknown,Unknown,As/SIN/PAK/L5/2008,Unknown,Asia1,Unknown
HQ631363,CHN,pig,2006,Asia 1,Unknown,Asia1/1/YZ/CHA/06,Unknown,Asia1,Unknown
JF739177,ISR,Unknown,1989,Asia 1,Unknown,As1/Shamir/89,Unknown,Asia1,Unknown
HQ632774,MYS,cattle,1999,Asia 1,Unknown,MAY/9/99,Unknown,Asia1,Unknown
HQ632773,MYS,cattle,2007,A,Unknown,MAY/3/2007,Unknown,A,Unknown
HQ632772,MYS,cattle,2007,O,Unknown,MAY/7/2007,Unknown,O,Unknown
HQ632771,MYS,pig,2005,O,Unknown,MAY/8/2005,Unknown,O,Unknown
HQ632770,MYS,cattle,2004,O,Unknown,MAY/1/2004,Unknown,O,Unknown
HQ632769,MYS,cattle,2001,O,Unknown,MAY/7/2001,Unknown,O,Unknown
HQ632768,MYS,pig,2000,O,Unknown,MAY/3/2000,Unknown,O,Unknown
GU582116,VNM,Unknown,2009,Unknown,Unknown,O/VN/YB105/2009,Unknown,O,Unknown
GU582115,VNM,Unknown,2009,Unknown,Unknown,O/VN/QB88/2009,Unknown,O,Unknown
FJ906802,CHN,pig,2006,Asia 1,Asia1/WHN/CHA/06,Unknown,Unknown,Asia1,Unknown
GQ406252,VNM,buffalo,2009,A,A/VN/20/2009,Unknown,Unknown,A,Unknown
GQ406251,VNM,pig,2009,A,A/VN/16/2009,Unknown,Unknown,A,Unknown
GQ406250,VNM,cattle,2009,A,A/VN/11/2009,Unknown,Unknown,A,Unknown
GQ406249,VNM,cattle,2009,A,A/VN/03/2009,Unknown,Unknown,A,Unknown
GQ406248,VNM,cattle,2009,A,A/VN/02/2009,Unknown,Unknown,A,Unknown
GQ406247,VNM,cattle,2009,A,A/VN/09/2009,Unknown,Unknown,A,Unknown
GU931682,CHN,cow,2005,Unknown,Unknown,Asia1/YS/CHA/05,Unknown,Asia1,Unknown
HQ113233,AFG,cow,2009,Asia 1,Unknown,Asia1/BAM/AFG/L-590/2009,Unknown,Asia1,Unknown
HQ113232,PAK,cow,2009,O,Panasia III,O/ISL/PAK/L1573/2009,Unknown,O,Unknown
HM067706,UGA,african-buffalo,2007,SAT 1,SAT 1 Uga 1/07,Buffalo 17 QE,Unknown,SAT1,Unknown
HM067705,UGA,african-buffalo,2007,SAT 2,SAT 2 Uga 1/07,Buffalo 10 QE,Unknown,SAT2,Unknown
HM067704,UGA,african-buffalo,2007,SAT 2,SAT 2 Uga 2/07,Buffalo 6 QE,Unknown,SAT2,Unknown
GQ452295,VNM,cattle,2007,Asia 1,Unknown,Asia1/Vietnam/QuangTri/2007,Unknown,Asia1,Unknown
HM008917,CHN,pig,2005,O,O/YS/CHA/05,Unknown,Unknown,O,Unknown
HQ412603,CHN,pig,2000,O,O/YM/YN/2000,Unknown,foot epithelial tissue from swine displaying clinical symptoms of foot and mouth disease,O,Unknown
HQ009509,CHN,pig,1999,Unknown,China/5/99(Fujian),Unknown,Unknown,O,Unknown
HM191257,UGA,cow,2006,O,Unknown,O/U/312/2006,Unknown,O,Unknown
GU125650,VNM,cattle,2006,O,Unknown,O/VN/GL13/2006,Unknown,O,Unknown
GU125649,VNM,cattle,2006,O,Unknown,O/VN/SL21/2006,Unknown,O,Unknown
GU125648,VNM,buffalo,2006,O,Unknown,O/VN/SL01/2006,Unknown,O,Unknown
GU125647,VNM,cattle,2006,O,Unknown,O/VN/SL22/2006,Unknown,O,Unknown
GU125646,VNM,buffalo,2005,Asia 1,Unknown,Asia1/VN/LC04/2005,Unknown,Asia1,Unknown
GU125645,VNM,cattle,2007,Asia 1,Unknown,Asia1/VN/QT03/2007,Unknown,Asia1,Unknown
HM854025,IND,cow,1999,A,IND40/00,Unknown,Unknown,A,Unknown
HM854024,IND,cattle,1982,A,IND17/82,Unknown,Unknown,A,Unknown
HM854023,IND,cattle,1999,A,IND258/99,Unknown,Unknown,A,Unknown
HM854022,IND,cattle,1977,A,IND17/77,Unknown,Unknown,A,Unknown
HM854021,IND,buffalo,2000,A,IND81/00,Unknown,Unknown,A,Unknown
HM055510,VNM,Unknown,2009,Unknown,Unknown,O/VN/LC169/2009,Unknown,O,Unknown
FJ542372,GBR,cattle,2001,Unknown,Unknown,UKG/2640/2001,Unknown,O,Unknown
FJ542371,GBR,cattle,2001,Unknown,Unknown,UKG/2526/2001,Unknown,O,Unknown
FJ542370,GBR,cattle,2001,Unknown,Unknown,UKG/2085/2001,Unknown,O,Unknown
FJ542369,GBR,sheep,2001,Unknown,Unknown,UKG/2000/2001,Unknown,O,Unknown
FJ542368,GBR,cattle,2001,Unknown,Unknown,UKG/1734/2001,Unknown,O,Unknown
FJ542367,GBR,cattle,2001,Unknown,Unknown,UKG/1558/2001,Unknown,O,Unknown
FJ542366,GBR,sheep,2001,Unknown,Unknown,UKG/1450/2001,Unknown,O,Unknown
FJ542365,GBR,cattle,2001,Unknown,Unknown,UKG/417/2001,Unknown,O,Unknown
EU214601,GBR,sheep,2001,Pan Asia O,UKG/8098/2001,Unknown,epithelium tissue,O,Pan-Asia-O
EU140964,ARE,Unknown,Unknown,Unknown,UAE 7/99,Unknown,Unknown,O,Unknown
EF614457,KOR,cattle,Unknown,O,O/SKR/14/02,Unknown,Unknown,O,Unknown
EF494488,PAK,cattle,2006,Unknown,Unknown,PAK5/2006,epithelium,A,Unknown
EF494487,PAK,cattle,2006,Unknown,Unknown,PAK1,epithelium,A,Unknown
DQ989323,IND,cattle,2002,Unknown,Unknown,IND 97-03,Unknown,Asia1,Unknown
DQ989322,IND,cattle,2002,Unknown,Unknown,IND 139-02,Unknown,Asia1,Unknown
DQ989321,IND,cattle,2001,Unknown,Unknown,IND 438-01,Unknown,Asia1,Unknown
DQ989320,IND,cattle,2002,Unknown,Unknown,IND 182-02,Unknown,Asia1,Unknown
DQ989319,IND,cattle,2001,Unknown,Unknown,IND 423-01,Unknown,Asia1,Unknown
DQ989318,IND,cattle,2002,Unknown,Unknown,IND 61-02,Unknown,Asia1,Unknown
DQ989317,IND,buffalo,2000,Unknown,Unknown,IND 148-01,Unknown,Asia1,Unknown
DQ989316,IND,buffalo,1989,Unknown,Unknown,IND 21-89,Unknown,Asia1,Unknown
DQ989315,IND,cattle,1993,Unknown,Unknown,IND 47-93,Unknown,Asia1,Unknown
DQ989314,IND,cattle,2001,Unknown,Unknown,IND 354-01,Unknown,Asia1,Unknown
DQ989313,IND,buffalo,1986,Unknown,Unknown,IND 52-87,Unknown,Asia1,Unknown
DQ989312,IND,sheep,1990,Unknown,Unknown,IND 13-91,Unknown,Asia1,Unknown
DQ989311,IND,buffalo,2002,Unknown,Unknown,IND 37-02,Unknown,Asia1,Unknown
DQ989310,IND,cattle,1999,Unknown,Unknown,IND 101-99,Unknown,Asia1,Unknown
DQ989309,IND,cattle,1996,Unknown,Unknown,IND 82-96,Unknown,Asia1,Unknown
DQ989308,IND,cattle,1994,Unknown,Unknown,IND 397-97,Unknown,Asia1,Unknown
DQ989307,IND,cattle,1992,Unknown,Unknown,IND 247-92,Unknown,Asia1,Unknown
DQ989306,IND,cattle,1986,Unknown,Unknown,IND 81-86,Unknown,Asia1,Unknown
DQ989305,IND,cattle,1990,Unknown,Unknown,IND 116-90,Unknown,Asia1,Unknown
DQ989304,IND,cattle,2000,Unknown,Unknown,IND 334-00,Unknown,Asia1,Unknown
DQ989303,IND,cattle,1993,Unknown,Unknown,IND 151-94,Unknown,Asia1,Unknown
AY593853,BWA,Unknown,Unknown,SAT3,SAT3-4bech 1/65,sat3-4bech iso23,Unknown,SAT3,Unknown
AY593852,KEN,Unknown,Unknown,SAT3,SAT3-3kenya 11/60,sat3-3kenya iso22,Unknown,SAT3,Unknown
AY593851,BWA,Unknown,Unknown,SAT3,SAT3-3bech 20/61,sat3-3bech iso29,Unknown,SAT3,Unknown
AY593850,ZAF,Unknown,Unknown,SAT3,SAT3-2sa57/59,sat3-2sa iso27,Unknown,SAT3,Unknown
AY593849,KEN,Unknown,Unknown,SAT2,SAT2-3kenya 11/60,sat2-3kenya-21,Unknown,SAT2,Unknown
AY593848,Unknown,Unknown,Unknown,SAT2,SAT2-2 106/67,sat2-2 iso25,Unknown,SAT2,Unknown
AY593847,ZWE,Unknown,Unknown,SAT2,SAT2-1rhod/48,sat2-1rhod iso26,Unknown,SAT2,Unknown
AY593846,ZWE,Unknown,Unknown,SAT1,SAT1rhod5/66,sat1rhod iso33,Unknown,SAT1,Unknown
AY593845,BWA,Unknown,Unknown,SAT1,SAT1bot1/68,sat1bot iso47,Unknown,SAT1,Unknown
AY593844,ISR,Unknown,Unknown,SAT1,SAT1-7isrl4/62,sat1-7isrl iso12,Unknown,SAT1,Unknown
AY593843,NAM,Unknown,Unknown,SAT1,SAT1-6swa40/61,sat1-6swa iso16,Unknown,SAT1,Unknown
AY593842,ZAF,Unknown,Unknown,SAT1,SAT1/5sa/61,sat1-5sa iso13,Unknown,SAT1,Unknown
AY593841,ZWE,Unknown,Unknown,SAT1,SAT1-4sr2/58,sat1-4srhod iso24,Unknown,SAT1,Unknown
AY593840,NAM,Unknown,Unknown,SAT1,SAT1-3swa1/49,sat1-3swa iso14,Unknown,SAT1,Unknown
AY593839,Unknown,Unknown,Unknown,SAT1,SAT1-20 RV 11/37,sat1-20 iso11,Unknown,SAT1,Unknown
AY593838,BWA,Unknown,Unknown,SAT1,SAT1-1bech,sat1-1bech iso30,Unknown,SAT1,Unknown
AY593837,URY,Unknown,Unknown,O,O Uruguay,ouruguay-51 iso51,Unknown,O,Unknown
AY593836,GBR,Unknown,Unknown,O,O PanAsia uk2001,ouk2001x iso84,Unknown,O,Unknown
AY593835,TWN,Unknown,Unknown,O,O PanAsia,otaiwan97 iso106/112,Unknown,O,Unknown
AY593834,IRN,Unknown,Unknown,O,O Rey Iran,orey-iran iso53,Unknown,O,Unknown
AY593833,TWN,Unknown,Unknown,O,O PanAsia,openghu iso108,Unknown,O,Unknown
AY593832,GBR,Unknown,Unknown,O,O UK2001,O UK2001-FB,Unknown,O,Unknown
AY593831,GBR,Unknown,Unknown,O,O UK2001,O UK2001-ED,Unknown,O,Unknown
AY593830,POL,Unknown,Unknown,O,O7 Poland,o7poland iso49,Unknown,O,Unknown
AY593829,GBR,Unknown,Unknown,O,O6,o6pirbright iso58,Unknown,O,Unknown
AY593828,IND,Unknown,Unknown,O,O5 India,o5india iso34,Unknown,O,Unknown
AY593827,VEN,Unknown,Unknown,O,O3 Venezuela,o3venezuela iso15,Unknown,O,Unknown
AY593826,ITA,Unknown,Unknown,O,O2 Brescia,o2brescia iso17,Unknown,O,Unknown
AY593825,ARG,Unknown,Unknown,O,O1 Valle,o1valle iso64,Unknown,O,Unknown
AY593824,KOR,Unknown,Unknown,O,O1SKR,o1skr iso85,Unknown,O,Unknown
AY593823,TUR,Unknown,Unknown,O,O1 Manisa,o1manisa iso87,Unknown,O,Unknown
AY593822,Unknown,Unknown,Unknown,O,O1M11,o1m11 iso57,Unknown,O,Unknown
AY593821,ARG,Unknown,Unknown,O,O1 Caseros,o1caseros iso35,Unknown,O,Unknown
AY593820,ARG,Unknown,Unknown,O,O1 Canefa,o1canefa iso59,Unknown,O,Unknown
AY593819,ARG,Unknown,Unknown,O,O1 Campos,o1campos94 iso94,Unknown,O,Unknown
AY593818,ARG,Unknown,Unknown,O,O1 Campos,o1campos iso96,Unknown,O,Unknown
AY593817,BEL,Unknown,Unknown,O,O1 Brugge,o1brugge iso79,Unknown,O,Unknown
AY593816,GBR,Unknown,Unknown,O,O1 BFS,o1bfs46 iso46,Unknown,O,Unknown
AY593815,GBR,Unknown,Unknown,O,O1 BFS,o1bfs iso18,Unknown,O,Unknown
AY593814,ARG,Unknown,Unknown,O,O1 Argentina,o1argentina iso5,Unknown,O,Unknown
AY593813,IDN,Unknown,Unknown,O,O11 Indonesia,o11indonesia iso52,Unknown,O,Unknown
AY593812,PHL,Unknown,Unknown,O,O10 Philippines,o10phil76 iso76,Unknown,O,Unknown
AY593811,PHL,Unknown,Unknown,O,O10 Philippines,o10phil54 iso54,Unknown,O,Unknown
AY593810,GBR,Unknown,Unknown,C,C Waldman str.149,cwald iso32,Unknown,C,Unknown
AY593803,BRA,Unknown,Unknown,A,A Venceslau,avenceslau iso70,Unknown,A,Unknown
AY593802,URY,Unknown,Unknown,A,A Uruguay 2001,A uruguay 2001 iso98,Unknown,A,Unknown
AY593801,URY,Unknown,Unknown,A,A30 Uruguay,A30 Uruguay/68 iso90,Unknown,A,Unknown
AY593800,LBN,Unknown,Unknown,Asia1,Asia1Leb83,asia1leb83 iso28,Unknown,Asia1,Unknown
AY593799,LBN,Unknown,Unknown,Asia1,Asia1Leb83,asia1leb4 iso4,Unknown,Asia1,Unknown
AY593798,LBN,Unknown,Unknown,Asia1,Asia1Leb83,asia1leb-89 iso89,Unknown,Asia1,Unknown
AY593797,ISR,Unknown,Unknown,Asia1,Asia1-3,asia1-3kimron iso61,Unknown,Asia1,Unknown
AY593796,ISR,Unknown,Unknown,Asia1,Asia1-2,asia1-2isrl3-63 iso6,Unknown,Asia1,Unknown
AY593795,PAK,Unknown,Unknown,Asia1,Asia1-1,asia1-1pak iso3,Unknown,Asia1,Unknown
AY593794,COL,Unknown,Unknown,A,A Sabana,asabana iso68,Unknown,A,Unknown
AY593793,PHL,Unknown,Unknown,A,A Philippines,aphilippines iso50,Unknown,A,Unknown
AY593792,ITA,Unknown,Unknown,A,A8 Parma,aparma iso55,Unknown,A,Unknown
AY593791,IRN,Unknown,Unknown,A,A Iran,airan iso105,Unknown,A,Unknown
AY593790,ARG,Unknown,Unknown,A,Aarg2001,a general lopez iso102,Unknown,A,Unknown
AY593789,ARG,Unknown,Unknown,A,A Canefa,acanefa iso48,Unknown,A,Unknown
AY593788,BRA,Unknown,Unknown,A,A Brazil,abrazil iso67,Unknown,A,Unknown
AY593787,BRA,Unknown,Unknown,A,A Bage,abage iso63,Unknown,A,Unknown
AY593786,ARG,Unknown,Unknown,A,Aarg2001,aarg Trenquelauquen iso103,Unknown,A,Unknown
AY593785,ARG,Unknown,Unknown,A,Aarg2001,aargp64 iso100,Unknown,A,Unknown
AY593784,ARG,Unknown,Unknown,A,Aarg2001,aargp55 iso99,Unknown,A,Unknown
AY593783,ARG,Unknown,Unknown,A,Aarg2001,aarg2001 iso93,Unknown,A,Unknown
AY593782,ARG,Unknown,Unknown,A,Aarg2000,a argentina 2000 iso104,Unknown,A,Unknown
AY593781,DEU,Unknown,Unknown,A,A5 Westerwald,a5westerwald iso73,Unknown,A,Unknown
AY593780,FRA,Unknown,Unknown,A,A5 Allier,a5allier iso45,Unknown,A,Unknown
AY593779,DEU,Unknown,Unknown,A,A4 West Germany/72,a4wg iso72,Unknown,A,Unknown
AY593778,ESP,Unknown,Unknown,A,A4 Spain,a4spain iso62,Unknown,A,Unknown
AY593777,DEU,Unknown,Unknown,A,A4 West Germany,a4 W Germany iso42,Unknown,A,Unknown
AY593776,DEU,Unknown,Unknown,A,A3 Mecklenburg,a3mecklenburg iso81,Unknown,A,Unknown
AY593775,VEN,Unknown,Unknown,A,A32 Venezuela,a32ven iso36,Unknown,A,Unknown
AY593774,ESP,Unknown,Unknown,A,A2 Spain,a2spain iso7,Unknown,A,Unknown
AY593773,PER,Unknown,Unknown,A,A29 Peru,a29peru iso37,Unknown,A,Unknown
AY593772,TUR,Unknown,Unknown,A,A28 Turkey,a28 Turkey iso44,Unknown,A,Unknown
AY593771,COL,Unknown,Unknown,A,A27 Colombia,a27columbia iso78,Unknown,A,Unknown
AY593770,ARG,Unknown,Unknown,A,A26 Argentina,a26arg iso74,Unknown,A,Unknown
AY593769,ARG,Unknown,Unknown,A,A25 Argentina,a25 argentina iso38,Unknown,A,Unknown
AY593768,BRA,Unknown,Unknown,A,A24 Cruzeiro,a24cruzeiro iso71,Unknown,A,Unknown
AY593767,ARG,Unknown,Unknown,A,A24 Argentina,a24 argentina iso9,Unknown,A,Unknown
AY593766,KEN,Unknown,Unknown,A,A23 Kenya,a23kenya iso8,Unknown,A,Unknown
AY593765,TUR,Unknown,Unknown,A,A22 Turkey,a22turkey iso66,Unknown,A,Unknown
AY593764,IRQ,Unknown,Unknown,A,A22 Iraq,a22iraq70 iso92,Unknown,A,Unknown
AY593763,IRQ,Unknown,Unknown,A,A22 Iraq,a22iraq64 iso86,Unknown,A,Unknown
AY593762,IRQ,Unknown,Unknown,A,A22 Iraq,a22iraq-95 iso95,Unknown,A,Unknown
AY593761,KEN,Unknown,Unknown,A,A21 Kenya,a21kenya iso77,Unknown,A,Unknown
AY593760,RUS,Unknown,Unknown,A,A20 USSR,a20ussr iso10,Unknown,A,Unknown
AY593759,DEU,Unknown,Unknown,A,A1 Bayern,a1bayern iso41,Unknown,A,Unknown
AY593758,VEN,Unknown,Unknown,A,A18 Zulia,a18zulia iso40,Unknown,A,Unknown
AY593757,BRA,Unknown,Unknown,A,A17 Aguarulbos,a17 Aguarulbos iso83,Unknown,A,Unknown
AY593756,BRA,Unknown,Unknown,A,A16 Belem,a16belem iso80,Unknown,A,Unknown
AY593755,THA,Unknown,Unknown,A,A15 Thailand,a15thailand iso43,Unknown,A,Unknown
AY593754,ESP,Unknown,Unknown,A,A14 Spain,a14 spain iso39,Unknown,A,Unknown
AY593753,BRA,Unknown,Unknown,A,A13 Brazil,a13brazil iso75,Unknown,A,Unknown
AY593752,GBR,Unknown,Unknown,A,A12-119,a12valle 119 iso20,Unknown,A,Unknown
AY593751,NLD,Unknown,Unknown,A,A10 Holland,a10holland iso82,Unknown,A,Unknown
AF511039,Unknown,Unknown,Unknown,O,Akesu/58,Unknown,cattle epithelial blister,O,Unknown
FJ824812,ESP,Unknown,Unknown,C,C-S8p200,Unknown,Unknown,C,Unknown
EF175732,CHN,Unknown,Unknown,O,Unknown,WFL,Unknown,O,Unknown
DQ404180,GBR,pig,2001,O,UKG/11/2001,Unknown,infected premise number 1,O,Unknown
DQ404179,GBR,pig,2001,O,UKG/126/2001,Unknown,infected premise number 4,O,Unknown
DQ404178,GBR,pig,2001,O,UKG/127/2001,Unknown,infected premise number 4,O,Unknown
DQ404177,GBR,pig,2001,O,UKG/128/2001,Unknown,infected premise number 4,O,Unknown
DQ404176,GBR,cow,2001,O,UKG/150/2001,Unknown,infected premise number 6,O,Unknown
DQ404175,GBR,cow,2001,O,UKG/173/2001,Unknown,infected premise number 7,O,Unknown
DQ404174,IRL,sheep,2001,O,UKG/438/2001,Unknown,Unknown,O,Unknown
DQ404173,GBR,cow,2001,O,UKG/220/2001,Unknown,infected premise number 16,O,Unknown
DQ404172,GBR,cow,2001,O,UKG/621/2001,Unknown,infected premise number 38,O,Unknown
DQ404171,GBR,sheep,2001,O,UKG/4569/2001,Unknown,infected premise number 1070,O,Unknown
DQ404169,GBR,sheep,2001,O,UKG/7038/2001,Unknown,infected premise number 1404,O,Unknown
DQ404170,GBR,sheep,2001,O,UKG/7675/2001,Unknown,infected premise number 1448,O,Unknown
DQ404168,GBR,cow,2001,O,UKG/9011/2001,Unknown,infected premise number 1575,O,Unknown
DQ404167,GBR,sheep,2001,O,UKG/9327/2001,Unknown,infected premise number 1597,O,Unknown
DQ404166,GBR,cow,2001,O,UKG/9788/2001,Unknown,infected premise number 1654,O,Unknown
DQ404165,GBR,cow,2001,O,UKG/9964/2001,Unknown,infected premise number 1692,O,Unknown
DQ404164,GBR,cow,2001,O,UKG/11676/2001,Unknown,infected premise number 1757,O,Unknown
DQ404163,GBR,cow,2001,O,UKG/14339/2001,Unknown,infected premise number 1945,O,Unknown
DQ404162,GBR,sheep,2001,O,UKG/14476/2001,Unknown,infected premise number 1956,O,Unknown
DQ404161,GBR,cow,2001,O,UKG/14391/2001,Unknown,infected premise number 1948,O,Unknown
DQ404160,GBR,cow,2001,O,UKG/14524/2001,Unknown,infected premise number 1970,O,Unknown
DQ404159,GBR,cow,2001,O,UKG/14603/2001,Unknown,infected premise number 1976,O,Unknown
DQ404158,GBR,sheep,2001,O,UKG/15101/2001,Unknown,infected premise number 2027,O,Unknown
DQ478936,CHN,cattle,Unknown,O,OGBF15,Unknown,Unknown,O,Unknown
AY687334,IND,Unknown,Unknown,Unknown,IND 491/97; WBN 117/85,Unknown,Unknown,Asia1,Unknown
AY687333,IND,Unknown,Unknown,Unknown,Unknown,IND 321/01,cattle tongue epithelium,Asia1,Unknown
AY390432,Unknown,Unknown,Unknown,Asia 1,YNBS/58,Unknown,cattle epithelial blister,Asia1,Unknown
AY359854,Unknown,Unknown,Unknown,O,OMIII,Unknown,Unknown,O,Unknown
AF506822,Unknown,Unknown,Unknown,O,China/1/99(Tibet),Unknown,Unknown,O,Unknown
AF274010,Unknown,Unknown,Unknown,Unknown,C-S8,Unknown,Unknown,C,Unknown
AF026168,TWN,Unknown,Unknown,Unknown,Chu-Pei,Unknown,Unknown,O,Unknown
DQ119643,Unknown,Unknown,Unknown,Unknown,HLJOC12/03,Unknown,Unknown,O,Unknown
FJ623456,KAZ,Unknown,1999,A22,Talasskiy,Unknown,Unknown,A,Unknown
AB079061,JPN,Unknown,Unknown,O,O/JPN/2000,Unknown,isolated from probang samples of infected cattle,O,Unknown
EF614458,MNG,cattle,Unknown,Asia1,Asia1/MOG/05,Unknown,Unknown,Asia1,Unknown
EU448381,GBR,cow,2007,O,Unknown,UKG/2366/2007 (IP8),Unknown,O,Unknown
EU448380,GBR,cow,2007,O,Unknown,UKG/1679/2007 (IP7),Unknown,O,Unknown
EU448379,GBR,cow,2007,O,Unknown,UKG/1484/2007 (IP6b),Unknown,O,Unknown
EU448378,GBR,sheep,2007,O,Unknown,UKG/1421/2007 (IP5),Unknown,O,Unknown
EU448377,GBR,cow,2007,O,Unknown,UKG/800/2007 (IP4b),Unknown,O,Unknown
EU448376,GBR,cow,2007,O,Unknown,UKG/1153/2007 (IP3c),Unknown,O,Unknown
EU448375,GBR,cow,2007,O,Unknown,UKG/643/2007 (IP3b),Unknown,O,Unknown
EU448374,GBR,cow,2007,O,Unknown,UKG/150/2007 (IP2c),Unknown,O,Unknown
EU448373,GBR,cow,2007,O,Unknown,UKG/93/2007 (IP2b),Unknown,O,Unknown
EU448372,GBR,cow,2007,O,Unknown,UKG/7B/2007 (IP1b),Unknown,O,Unknown
EU448371,GBR,cow,2007,O,Unknown,UKG/7/2007 (IP1b),Unknown,O,Unknown
EU448370,GBR,cow,1967,O,Unknown,O1/BFS 1860/UK/67 (MAH),Unknown,O,Unknown
EU448369,GBR,cow,1967,O,Unknown,O1/BFS 1860/UK/67 (IAH2),Unknown,O,Unknown
EU448368,GBR,cow,1967,O,Unknown,O1/BFS 1860/UK/67 (IAH1),Unknown,O,Unknown
EF494486,TUR,cattle,2005,Unknown,Unknown,AIRN2005_WRL,Unknown,A,Unknown
EF149010,CHN,Unknown,Unknown,Unknown,Asia 1/HNK/CHA/05,Unknown,bovine vesicular tongue tissue lysate,Asia1,Unknown
EF149009,CHN,Unknown,Unknown,Unknown,Asia 1/Jiangsu/China/2005,Unknown,bovine vesicular tongue tissue lysate,Asia1,Unknown
AM409325,Unknown,Unknown,Unknown,C,Unknown,H595,Unknown,C,Unknown
X74812,Unknown,Unknown,Unknown,Unknown,A22/550 Azerbaijan 65,Unknown,Unknown,C,Unknown
AJ539141,GBR,Unknown,Unknown,O,Unknown,UKG/35/2001,Unknown,O,Unknown
AJ539140,ZAF,Unknown,Unknown,O,Unknown,SAR/19/2000,Unknown,O,Unknown
AJ539139,KOR,Unknown,Unknown,O,Unknown,SKR/2000,Unknown,O,Unknown
AJ539138,CHN,Unknown,Unknown,O,Unknown,Tibet/CHA/99,Unknown,O,Unknown
AJ539137,TWN,Unknown,Unknown,O,Unknown,TAW/2/99 BOV,Unknown,O,Unknown
AJ539136,TWN,Unknown,Unknown,O,Unknown,TAW/2/99 TC,Unknown,O,Unknown
AJ320488,BRA,Unknown,Unknown,Unknown,Unknown,O1Campos,Unknown,O,Unknown
AJ251473,KEN,Unknown,Unknown,Unknown,KEN/3/57,Unknown,Unknown,SAT2,Unknown
AJ633821,FRA,Unknown,Unknown,O,PanAsia,FRA/1/2001,bovine,O,Unknown
AY317098,Unknown,Unknown,Unknown,Unknown,HKN/2002,Unknown,Unknown,O,Unknown
OQ427393,Unknown,cow,2009,C,Unknown,FBR4290,Cell supernatant,C,Unknown
OQ356337,PAK,cow,2006,Asia 1,Unknown,FBR03547,Cell supernatant,Asia1,Unknown
OQ383267,BRA,cow,1963,C,Unknown,FBR03432,Tongue Epi Tissue,C,Unknown
OQ383266,GBR,Unknown,2002,Unknown,C1 GC,FBR02972,Cell supernatant,C,Unknown
OQ383265,NLD,cow,2000,C,Unknown,FBR02242,Cell supernatant,C,Unknown
OQ356339,GBR,cow,1987,C,Unknown,FBR00674,Tongue Epi Tissue,C,Unknown
OQ356338,ISR,cow,2006,Asia 1,Unknown,FBR03578,Cell supernatant,Asia1,Unknown
OM562602,KEN,cow,2014,Unknown,K29/Kenya/29Jan2014/SAT1,Unknown,Unknown,SAT1,Unknown
OM562601,KEN,cow,2014,Unknown,K14/Kenya/10Jan2014/SAT1,Unknown,Unknown,SAT1,Unknown
OM562600,KEN,cow,2016,Unknown,88/Kenya/13Jan2016/SAT2,Unknown,Unknown,SAT2,Unknown
OM562599,KEN,cow,2016,Unknown,87/Kenya/13Jan2016/SAT2,Unknown,Unknown,SAT2,Unknown
OM562598,KEN,cow,2016,Unknown,86/Kenya/13Jan2016/SAT2,Unknown,Unknown,SAT2,Unknown
OM562597,KEN,cow,2016,Unknown,83/Kenya/13Jan2016/SAT2,Unknown,Unknown,SAT2,Unknown
OM562596,KEN,cow,2016,Unknown,81/Kenya/13Jan2016/SAT2,Unknown,Unknown,SAT2,Unknown
OM562595,KEN,cow,2016,Unknown,80/Kenya/13Jan2016/SAT2,Unknown,Unknown,SAT2,Unknown
OM562594,KEN,cow,2016,Unknown,76/Kenya/13Jan2016/SAT2,Unknown,Unknown,SAT2,Unknown
