Genbank accession;Year;Country;Host;Isolate;Strain;Serotype;Topotype;Lineage;
EU448374;2007;GBR;cow;UKG/150/2007 (IP2c);;O;EUROPE-SOUTH-AMERICA-EURO-SA;;
EU448373;2007;GBR;cow;UKG/93/2007 (IP2b);;O;EUROPE-SOUTH-AMERICA-EURO-SA;;
EU448372;2007;GBR;cow;UKG/7B/2007 (IP1b);;O;EUROPE-SOUTH-AMERICA-EURO-SA;;
EU448371;2007;GBR;cow;UKG/7/2007 (IP1b);;O;EUROPE-SOUTH-AMERICA-EURO-SA;;
EU448370;1967;GBR;cow;O1/BFS 1860/UK/67 (MAH);;O;EUROPE-SOUTH-AMERICA-EURO-SA;;
EU448369;1967;GBR;cow;O1/BFS 1860/UK/67 (IAH2);;O;EUROPE-SOUTH-AMERICA-EURO-SA;;
EU448368;1967;GBR;cow;O1/BFS 1860/UK/67 (IAH1);;O;EUROPE-SOUTH-AMERICA-EURO-SA;;
EF494486;2005;TUR;cattle;AIRN2005_WRL;;A;ASIA;Iran-05;
EF149010;2005;CHN;;;Asia 1/HNK/CHA/05;Asia1;ASIA;;
EF149009;2005;CHN;;;Asia 1/Jiangsu/China/2005;Asia1;ASIA;;
X74812;1965;;;;A22/550 Azerbaijan 65;C;EUROPE-SOUTH-AMERICA-EURO-SA;;
AJ539141;2001;GBR;;UKG/35/2001;;O;MIDDLE-EAST-SOUTH-ASIA-ME-SA;PanAsia;
AJ539140;2000;ZAF;;SAR/19/2000;;O;MIDDLE-EAST-SOUTH-ASIA-ME-SA;PanAsia;
AJ539139;2000;KOR;;SKR/2000;;O;MIDDLE-EAST-SOUTH-ASIA-ME-SA;PanAsia;
AJ539138;1999;CHN;;Tibet/CHA/99;;O;MIDDLE-EAST-SOUTH-ASIA-ME-SA;PanAsia;
AJ539137;1999;TWN;;TAW/2/99 BOV;;O;MIDDLE-EAST-SOUTH-ASIA-ME-SA;PanAsia;
AJ539136;1999;TWN;;TAW/2/99 TC;;O;MIDDLE-EAST-SOUTH-ASIA-ME-SA;PanAsia;
AJ251473;1957;KEN;;;KEN/3/57;SAT2;IX;;
AJ633821;2001;FRA;;FRA/1/2001;PanAsia;O;MIDDLE-EAST-SOUTH-ASIA-ME-SA;PanAsia;
AY317098;2002;;;;HKN/2002;O;CATHAY;;
OQ427393;2009;;cow;FBR4290;;C;EUROPE-SOUTH-AMERICA-EURO-SA;;
OQ356337;2006;PAK;cow;FBR03547;;Asia1;ASIA;;
OQ383267;1963;BRA;cow;FBR03432;;C;EUROPE-SOUTH-AMERICA-EURO-SA;;
OQ383266;2002;GBR;;FBR02972;C1 GC;C;V-East-Africa-EA;;
OQ383265;2000;NLD;cow;FBR02242;;C;EUROPE-SOUTH-AMERICA-EURO-SA;;
OQ356339;1987;GBR;cow;FBR00674;;C;V-East-Africa-EA;;
OQ356338;2006;ISR;cow;FBR03578;;Asia1;ASIA;;
OM562602;2014;KEN;cow;;K29/Kenya/29Jan2014/SAT1;SAT1;I-NORTHWEST-ZIMBABWE-NWZ;;
OM562601;2014;KEN;cow;;K14/Kenya/10Jan2014/SAT1;SAT1;I-NORTHWEST-ZIMBABWE-NWZ;;
OM562600;2016;KEN;cow;;88/Kenya/13Jan2016/SAT2;SAT2;IV;;
OM562599;2016;KEN;cow;;87/Kenya/13Jan2016/SAT2;SAT2;IV;;
OM562598;2016;KEN;cow;;86/Kenya/13Jan2016/SAT2;SAT2;IV;;
OM562597;2016;KEN;cow;;83/Kenya/13Jan2016/SAT2;SAT2;IV;;
OM562596;2016;KEN;cow;;81/Kenya/13Jan2016/SAT2;SAT2;IV;;
OM562595;2016;KEN;cow;;80/Kenya/13Jan2016/SAT2;SAT2;IV;;
OM562593;2016;KEN;cow;;75/Kenya/13Jan2016/SAT2;SAT2;IV;;
OM562592;2016;KEN;cow;;74/Kenya/13Jan2016/SAT2;SAT2;IV;;
OM562591;2016;KEN;cow;;73/Kenya/13Jan2016/SAT1;SAT1;I-NORTHWEST-ZIMBABWE-NWZ;;
OM562590;2016;KEN;cow;;72/Kenya/13Jan2016/SAT1;SAT1;I-NORTHWEST-ZIMBABWE-NWZ;;
OM562589;2016;KEN;cow;;71/Kenya/13Jan2016/SAT2;SAT2;IV;;
OM562588;2016;KEN;cow;;69/Kenya/13Jan2016/SAT2;SAT2;IV;;
OM562587;2016;KEN;cow;;67/Kenya/13Jan2016/SAT2;SAT2;IV;;
OM562586;2016;KEN;cow;;65/Kenya/13Jan2016/SAT2;SAT2;IV;;
OM562585;2016;KEN;cow;;63/Kenya/13Jan2016/SAT2;SAT2;IV;;
OM562584;2016;KEN;cow;;62/Kenya/13Jan2016/SAT2;SAT2;IV;;
OM562583;2016;KEN;cow;;61/Kenya/13Jan2016/SAT2;SAT2;IV;;
OM562582;2016;KEN;cow;;61/Kenya/13Jan2016/SAT1;SAT1;I-NORTHWEST-ZIMBABWE-NWZ;;
OM562581;2016;KEN;cow;;60/Kenya/13Jan2016/SAT2;SAT2;IV;;
OM562580;2016;KEN;cow;;59/Kenya/12Jan2016/SAT2;SAT2;IV;;
OM562578;2016;KEN;cow;;58/Kenya/12Jan2016/SAT2;SAT2;IV;;
OM562577;2016;KEN;cow;;56/Kenya/12Jan2016/SAT2;SAT2;IV;;
OM562576;2016;KEN;cow;;55/Kenya/12Jan2016/SAT1;SAT1;I-NORTHWEST-ZIMBABWE-NWZ;;
OM562575;2016;KEN;cow;;54/Kenya/12Jan2016/SAT2;SAT2;IV;;
OM562572;2016;KEN;cow;;50/Kenya/12Jan2016/SAT2;SAT2;IV;;
OM562571;2016;KEN;cow;;48/Kenya/12Jan2016/SAT1;SAT1;I-NORTHWEST-ZIMBABWE-NWZ;;
OM562570;2016;KEN;cow;;46/Kenya/12Jan2016/SAT2;SAT2;IV;;
OM562569;2016;KEN;cow;;43/Kenya/12Jan2016/SAT2;SAT2;IV;;
OM562568;2016;KEN;cow;;42/Kenya/12Jan2016/SAT2;SAT2;IV;;
OM562567;2016;KEN;cow;;41/Kenya/12Jan2016/SAT2;SAT2;IV;;
OM562566;2016;KEN;cow;;38/Kenya/12Jan2016/SAT1;SAT1;I-NORTHWEST-ZIMBABWE-NWZ;;
OM562565;2016;KEN;cow;;37/Kenya/12Jan2016/SAT1;SAT1;I-NORTHWEST-ZIMBABWE-NWZ;;
OM562564;2016;KEN;cow;;36/Kenya/12Jan2016/SAT2;SAT2;IV;;
OM562563;2016;KEN;cow;;36/Kenya/12Jan2016/SAT1;SAT1;I-NORTHWEST-ZIMBABWE-NWZ;;
OM562562;2016;KEN;cow;;35/Kenya/12Jan2016/SAT2;SAT2;IV;;
OM562561;2016;KEN;cow;;34/Kenya/12Jan2016/SAT2;SAT2;IV;;
OM562560;2016;KEN;cow;;32/Kenya/11Jan2016/SAT1;SAT1;I-NORTHWEST-ZIMBABWE-NWZ;;
OM562559;2016;KEN;cow;;31/Kenya/11Jan2016/SAT1;SAT1;I-NORTHWEST-ZIMBABWE-NWZ;;
OM562558;2016;KEN;cow;;28/Kenya/11Jan2016/SAT1;SAT1;I-NORTHWEST-ZIMBABWE-NWZ;;
OM562557;2016;KEN;cow;;27/Kenya/11Jan2016/SAT1;SAT1;I-NORTHWEST-ZIMBABWE-NWZ;;
OM562556;2016;KEN;cow;;26/Kenya/11Jan2016/SAT1;SAT1;I-NORTHWEST-ZIMBABWE-NWZ;;
OM562555;2016;KEN;cow;;25/Kenya/11Jan2016/SAT1;SAT1;I-NORTHWEST-ZIMBABWE-NWZ;;
OM562554;2016;KEN;cow;;23/Kenya/10Jan2016/SAT2;SAT2;IV;;
OM562553;2016;KEN;cow;;20/Kenya/10Jan2016/SAT2;SAT2;IV;;
OM562552;2016;KEN;cow;;19/Kenya/10Jan2016/SAT2;SAT2;IV;;
OM562551;2016;KEN;cow;;18/Kenya/10Jan2016/SAT2;SAT2;IV;;
OM562550;2016;KEN;cow;;14/Kenya/10Jan2016/SAT2;SAT2;IV;;
OM562549;2016;KEN;cow;;13/Kenya/10Jan2016/SAT2;SAT2;IV;;
OM562548;2016;KEN;cow;;12/Kenya/10Jan2016/SAT2;SAT2;IV;;
OM562547;2016;KEN;cow;;10/Kenya/8Jan2016/SAT1;SAT1;I-NORTHWEST-ZIMBABWE-NWZ;;
OM562546;2016;KEN;cow;;8/Kenya/8Jan2016/SAT1;SAT1;I-NORTHWEST-ZIMBABWE-NWZ;;
OM562545;2016;KEN;cow;;7/Kenya/8Jan2016/SAT1;SAT1;I-NORTHWEST-ZIMBABWE-NWZ;;
OM562544;2016;KEN;cow;;6/Kenya/8Jan2016/SAT2;SAT2;IV;;
OM562543;2016;KEN;cow;;6/Kenya/8Jan2016/SAT1;SAT1;I-NORTHWEST-ZIMBABWE-NWZ;;
OM562542;2016;KEN;cow;;5/Kenya/8Jan2016/SAT1;SAT1;I-NORTHWEST-ZIMBABWE-NWZ;;
OM562541;2016;KEN;cow;;36/Kenya/12Jan2016/5/SAT1;SAT1;I-NORTHWEST-ZIMBABWE-NWZ;;
OM562540;2016;KEN;cow;;36/Kenya/12Jan2016/4/SAT1;SAT1;I-NORTHWEST-ZIMBABWE-NWZ;;
OM562539;2016;KEN;cow;;36/Kenya/12Jan2016/3/SAT1;SAT1;I-NORTHWEST-ZIMBABWE-NWZ;;
OM562538;2016;KEN;cow;;36/Kenya/12Jan2016/20/SAT1;SAT1;I-NORTHWEST-ZIMBABWE-NWZ;;
OM562537;2016;KEN;cow;;36/Kenya/12Jan2016/2/SAT1;SAT1;I-NORTHWEST-ZIMBABWE-NWZ;;
OM562536;2016;KEN;cow;;36/Kenya/12Jan2016/15/SAT1;SAT1;I-NORTHWEST-ZIMBABWE-NWZ;;
OM562535;2016;KEN;cow;;36/Kenya/12Jan2016/1/SAT1;SAT1;I-NORTHWEST-ZIMBABWE-NWZ;;
OM562534;2016;KEN;cow;;51/Kenya/12Jan2016/9/SAT1;SAT1;I-NORTHWEST-ZIMBABWE-NWZ;;
OM562533;2016;KEN;cow;;51/Kenya/12Jan2016/10/SAT1;SAT1;I-NORTHWEST-ZIMBABWE-NWZ;;
OM562532;2016;KEN;cow;;51/Kenya/12Jan2016/20/SAT1;SAT1;I-NORTHWEST-ZIMBABWE-NWZ;;
OM562531;2016;KEN;cow;;51/Kenya/12Jan2016/16/SAT1;SAT1;I-NORTHWEST-ZIMBABWE-NWZ;;
OM562530;2016;KEN;cow;;51/Kenya/12Jan2016/15/SAT1;SAT1;I-NORTHWEST-ZIMBABWE-NWZ;;
OM562529;2016;KEN;cow;;51/Kenya/12Jan2016/14/SAT1;SAT1;I-NORTHWEST-ZIMBABWE-NWZ;;
OM562528;2016;KEN;cow;;51/Kenya/12Jan2016/5/SAT1;SAT1;I-NORTHWEST-ZIMBABWE-NWZ;;
OM562527;2016;KEN;cow;;51/Kenya/12Jan2016/3/SAT1;SAT1;I-NORTHWEST-ZIMBABWE-NWZ;;
OM562526;2016;KEN;cow;;51/Kenya/12Jan2016/23/SAT1;SAT1;I-NORTHWEST-ZIMBABWE-NWZ;;
OM562525;2016;KEN;cow;;6/Kenya/8Jan2016/8/SAT1;SAT1;I-NORTHWEST-ZIMBABWE-NWZ;;
OM562524;2016;KEN;cow;;6/Kenya/8Jan2016/6/SAT1;SAT1;I-NORTHWEST-ZIMBABWE-NWZ;;
OM562523;2016;KEN;cow;;6/Kenya/8Jan2016/4/SAT1;SAT1;I-NORTHWEST-ZIMBABWE-NWZ;;
OM562522;2016;KEN;cow;;6/Kenya/8Jan2016/23/SAT1;SAT1;I-NORTHWEST-ZIMBABWE-NWZ;;
OM562521;2016;KEN;cow;;6/Kenya/8Jan2016/21/SAT1;SAT1;I-NORTHWEST-ZIMBABWE-NWZ;;
OM562520;2016;KEN;cow;;6/Kenya/8Jan2016/2/SAT1;SAT1;I-NORTHWEST-ZIMBABWE-NWZ;;
OM562519;2016;KEN;cow;;6/Kenya/8Jan2016/18/SAT1;SAT1;I-NORTHWEST-ZIMBABWE-NWZ;;
OM562518;2016;KEN;cow;;6/Kenya/8Jan2016/17/SAT1;SAT1;I-NORTHWEST-ZIMBABWE-NWZ;;
OM562517;2016;KEN;cow;;6/Kenya/8Jan2016/16/SAT1;SAT1;I-NORTHWEST-ZIMBABWE-NWZ;;
OM562516;2016;KEN;cow;;6/Kenya/8Jan2016/14/SAT1;SAT1;I-NORTHWEST-ZIMBABWE-NWZ;;
OM562515;2016;KEN;cow;;6/Kenya/8Jan2016/13/SAT1;SAT1;I-NORTHWEST-ZIMBABWE-NWZ;;
OM562514;2016;KEN;cow;;6/Kenya/8Jan2016/11/SAT1;SAT1;I-NORTHWEST-ZIMBABWE-NWZ;;
OM562513;2016;KEN;cow;;36/Kenya/12Jan2016/17/SAT2;SAT2;IV;;
OM562512;2016;KEN;cow;;36/Kenya/12Jan2016/12/SAT2;SAT2;IV;;
OM562511;2016;KEN;cow;;36/Kenya/12Jan2016/10/SAT2;SAT2;IV;;
OM562510;2016;KEN;cow;;36/Kenya/12Jan2016/13/SAT2;SAT2;IV;;
OM562509;2016;KEN;cow;;36/Kenya/12Jan2016/9/SAT2;SAT2;IV;;
OM562508;2016;KEN;cow;;36/Kenya/12Jan2016/8/SAT2;SAT2;IV;;
OM562507;2016;KEN;cow;;36/Kenya/12Jan2016/6/SAT2;SAT2;IV;;
OM562506;2016;KEN;cow;;36/Kenya/12Jan2016/21/SAT2;SAT2;IV;;
OM562505;2016;KEN;cow;;36/Kenya/12Jan2016/18/SAT2;SAT2;IV;;
OM562504;2016;KEN;cow;;36/Kenya/12Jan2016/16/SAT2;SAT2;IV;;
OM562503;2016;KEN;cow;;36/Kenya/12Jan2016/14/SAT2;SAT2;IV;;
OM562502;2016;KEN;cow;;36/Kenya/12Jan2016/11/SAT2;SAT2;IV;;
OM562501;2016;KEN;cow;;51/Kenya/12Jan2016/8/SAT2;SAT2;IV;;
OM562500;2016;KEN;cow;;51/Kenya/12Jan2016/7/SAT2;SAT2;IV;;
OM562499;2016;KEN;cow;;51/Kenya/12Jan2016/6/SAT2;SAT2;IV;;
OM562498;2016;KEN;cow;;51/Kenya/12Jan2016/22/SAT2;SAT2;IV;;
OM562497;2016;KEN;cow;;51/Kenya/12Jan2016/21/SAT2;SAT2;IV;;
OM562496;2016;KEN;cow;;51/Kenya/12Jan2016/18/SAT2;SAT2;IV;;
OM562495;2016;KEN;cow;;51/Kenya/12Jan2016/17/SAT2;SAT2;IV;;
OM562494;2016;KEN;cow;;51/Kenya/12Jan2016/13/SAT2;SAT2;IV;;
OM562493;2016;KEN;cow;;51/Kenya/12Jan2016/1/SAT2;SAT2;IV;;
OM562492;2016;KEN;cow;;61/Kenya/13Jan2016/7/SAT2;SAT2;IV;;
OM562491;2016;KEN;cow;;61/Kenya/13Jan2016/6/SAT2;SAT2;IV;;
OM562490;2016;KEN;cow;;61/Kenya/13Jan2016/5/SAT2;SAT2;IV;;
OM562489;2016;KEN;cow;;61/Kenya/13Jan2016/4/SAT2;SAT2;IV;;
OM562488;2016;KEN;cow;;61/Kenya/13Jan2016/23/SAT2;SAT2;IV;;
OM562487;2016;KEN;cow;;61/Kenya/13Jan2016/22/SAT2;SAT2;IV;;
OM562486;2016;KEN;cow;;61/Kenya/13Jan2016/21/SAT2;SAT2;IV;;
OM562485;2016;KEN;cow;;61/Kenya/13Jan2016/20/SAT2;SAT2;IV;;
OM562484;2016;KEN;cow;;61/Kenya/13Jan2016/2/SAT2;SAT2;IV;;
OM562483;2016;KEN;cow;;61/Kenya/13Jan2016/19/SAT2;SAT2;IV;;
OM562482;2016;KEN;cow;;61/Kenya/13Jan2016/17/SAT2;SAT2;IV;;
OM562481;2016;KEN;cow;;61/Kenya/13Jan2016/13/SAT2;SAT2;IV;;
OM562480;2016;KEN;cow;;61/Kenya/13Jan2016/12/SAT2;SAT2;IV;;
OM562479;2016;KEN;cow;;61/Kenya/13Jan2016/11/SAT2;SAT2;IV;;
OM562478;2016;KEN;cow;;61/Kenya/13Jan2016/10/SAT2;SAT2;IV;;
OM562477;2016;KEN;cow;;61/Kenya/13Jan2016/1/SAT2;SAT2;IV;;
OM562476;2016;KEN;cow;;6/Kenya/8Jan2016/7/SAT2;SAT2;IV;;
OM562475;2016;KEN;cow;;6/Kenya/8Jan2016/5/SAT2;SAT2;IV;;
OM562474;2016;KEN;cow;;6/Kenya/8Jan2016/19/SAT2;SAT2;IV;;
OM562473;2016;KEN;cow;;59/Kenya/12Jan2016/4/SAT2;SAT2;IV;;
OM562472;2016;KEN;cow;;59/Kenya/12Jan2016/9/SAT2;SAT2;IV;;
OM562471;2016;KEN;cow;;59/Kenya/12Jan2016/7/SAT2;SAT2;IV;;
OM562470;2016;KEN;cow;;59/Kenya/12Jan2016/6/SAT2;SAT2;IV;;
OM562469;2016;KEN;cow;;59/Kenya/12Jan2016/3/SAT2;SAT2;IV;;
OM562468;2016;KEN;cow;;59/Kenya/12Jan2016/22/SAT2;SAT2;IV;;
OM562467;2016;KEN;cow;;59/Kenya/12Jan2016/21/SAT2;SAT2;IV;;
OM562466;2016;KEN;cow;;59/Kenya/12Jan2016/20/SAT2;SAT2;IV;;
OM562465;2016;KEN;cow;;59/Kenya/12Jan2016/2/SAT2;SAT2;IV;;
OM562464;2016;KEN;cow;;59/Kenya/12Jan2016/19/SAT2;SAT2;IV;;
OM562463;2016;KEN;cow;;59/Kenya/12Jan2016/17/SAT2;SAT2;IV;;
OM562462;2016;KEN;cow;;59/Kenya/12Jan2016/15/SAT2;SAT2;IV;;
OM562461;2016;KEN;cow;;59/Kenya/12Jan2016/13/SAT2;SAT2;IV;;
OM562460;2016;KEN;cow;;59/Kenya/12Jan2016/12/SAT2;SAT2;IV;;
OM562459;2016;KEN;cow;;59/Kenya/12Jan2016/11/SAT2;SAT2;IV;;
OM562458;2016;KEN;cow;;59/Kenya/12Jan2016/10/SAT2;SAT2;IV;;
OM562457;2016;KEN;cow;;59/Kenya/12Jan2016/1/SAT2;SAT2;IV;;
OM562456;2016;KEN;cow;;59/Kenya/12Jan2016/5/SAT2;SAT2;IV;;
OM562455;2016;KEN;cow;;59/Kenya/12Jan2016/18/SAT2;SAT2;IV;;
OM562454;2016;KEN;cow;;59/Kenya/12Jan2016/16/SAT2;SAT2;IV;;
OM562453;2016;KEN;cow;;59/Kenya/12Jan2016/14/SAT2;SAT2;IV;;
MT340225;2018;VNM;cattle;A/VIT/LA-P12-10/2018_pro;;A;ASIA;Sea-97;
MT340224;2018;VNM;buffalo;A/VIT/BK-P181-3/2018_pro;;A;ASIA;Sea-97;
MT340223;2019;VNM;cattle;A/VIT/DL-P-605-2/2019_pro;;A;ASIA;Sea-97;
MT340222;2019;VNM;cattle;A/VIT/DL-P-492-1/2019_pro;;A;ASIA;Sea-97;
MT340221;2018;VNM;cattle;A/VIT/DL-P-87-4/2018_pro;;A;ASIA;Sea-97;
MT340220;2018;VNM;cattle;A/VIT/DL-P-73-4/2018_pro;;A;ASIA;Sea-97;
MT340219;2018;VNM;cattle;A/VIT/DL-P-164-4/2018_pro;;A;ASIA;Sea-97;
MT340218;2018;VNM;cattle;A/VIT/DL-P-193-4/2018_pro;;A;ASIA;Sea-97;
MT340217;2018;VNM;cattle;A/VIT/DL-P-193-2/2018_pro;;A;ASIA;Sea-97;
MT340216;2018;VNM;cattle;A/VIT/DL-P-90-2/2018_pro;;A;ASIA;Sea-97;
MT340215;2018;VNM;cattle;A/VIT/DL-P-293-1/2018_pro;;A;ASIA;Sea-97;
MT340214;2018;VNM;cattle;A/VIT/DL-P-194-1/2018_pro;;A;ASIA;Sea-97;
MT340213;2018;VNM;cattle;A/VIT/DL-P-189-1/2018_pro;;A;ASIA;Sea-97;
MT340212;2018;VNM;cattle;A/VIT/DL-P-186-3/2018_pro;;A;ASIA;Sea-97;
MT340211;2018;VNM;cattle;A/VIT/DL-P-186-1/2018_pro;;A;ASIA;Sea-97;
MT340210;2018;VNM;cattle;A/VIT/DL-P-106-2/2018_pro;;A;ASIA;Sea-97;
MT340209;2018;VNM;cattle;A/VIT/DL-P-106-1/2018_pro;;A;ASIA;Sea-97;
MT340208;2018;VNM;cattle;A/VIT/DL-P-96-3/2018_pro;;A;ASIA;Sea-97;
MT340207;2018;VNM;cattle;A/VIT/DL-P-96-2/2018_pro;;A;ASIA;Sea-97;
MT340206;2018;VNM;cattle;A/VIT/DL-P-96-1/2018_pro;;A;ASIA;Sea-97;
MT340205;2018;VNM;cattle;A/VIT/DL-P-95-cu-1/2018_pro;;A;ASIA;Sea-97;
MT340204;2018;VNM;cattle;A/VIT/DL-P-60-1/2018_pro;;A;ASIA;Sea-97;
MT340203;2017;VNM;cattle;A/VIT/DL-P271-1/2017_pro;;A;ASIA;Sea-97;
MT340202;2017;VNM;cattle;A/VIT/DL-P257-1/2017_pro;;A;ASIA;Sea-97;
MT340201;2017;VNM;cattle;A/VIT/DL-P181-1/2017_pro;;A;ASIA;Sea-97;
MT340200;2017;VNM;cattle;A/VIT/DL-P094-1/2017_pro;;A;ASIA;Sea-97;
MT340199;2017;VNM;cattle;A/VIT/DL-P087-1/2017_pro;;A;ASIA;Sea-97;
MT340198;2017;VNM;cattle;A/VIT/17-13002/2017;;A;ASIA;Sea-97;
MT340197;2017;VNM;cattle;A/VIT/17-11648/2017;;A;ASIA;Sea-97;
MH746921;2017;USA;cow;;Inoculum-A24-BP2;A;EUROPE-SOUTH-AMERICA-EURO-SA;;
EU400597;2001;CHN;;;O/HK/2001;O;CATHAY;;
AY686687;2001;;;O/ES/2001;;O;CATHAY;;
AF377945;2000;;;;;O;MIDDLE-EAST-SOUTH-ASIA-ME-SA;PanAsia;
EF552697;2001;GBR;sheep;;UKG/5681/2001;O;MIDDLE-EAST-SOUTH-ASIA-ME-SA;PanAsia;
EF552696;2001;GBR;cattle;;UKG/5470/2001;O;MIDDLE-EAST-SOUTH-ASIA-ME-SA;PanAsia;
EF552695;2001;GBR;sheep;;UKG/9443/2001;O;MIDDLE-EAST-SOUTH-ASIA-ME-SA;PanAsia;
EF552694;2001;GBR;cattle;;UKG/4998/2001;O;MIDDLE-EAST-SOUTH-ASIA-ME-SA;PanAsia;
EF552693;2001;GBR;cattle;;UKG/4014/2001;O;MIDDLE-EAST-SOUTH-ASIA-ME-SA;PanAsia;
EF552692;2001;GBR;sheep;;UKG/7299/2001;O;MIDDLE-EAST-SOUTH-ASIA-ME-SA;PanAsia;
EF552691;2001;GBR;cattle;;UKG/9161/2001;O;MIDDLE-EAST-SOUTH-ASIA-ME-SA;PanAsia;
EF552690;2001;GBR;cattle;;UKG/7039/2001;O;MIDDLE-EAST-SOUTH-ASIA-ME-SA;PanAsia;
EF552689;2001;GBR;sheep;;UKG/4141/2001;O;MIDDLE-EAST-SOUTH-ASIA-ME-SA;PanAsia;
EF552688;2001;GBR;sheep;;UKG/3952/2001;O;MIDDLE-EAST-SOUTH-ASIA-ME-SA;PanAsia;
AY593809;1969;ARG;;c5arg iso60;C5 Argentina;C;EUROPE-SOUTH-AMERICA-EURO-SA;;
AY593808;1966;ARG;;C4 Tierra del Fuego iso2;C4 Argentina;C;EUROPE-SOUTH-AMERICA-EURO-SA;;
AY593807;1955;BRA;;c3resende iso1;C3 Resende;C;EUROPE-SOUTH-AMERICA-EURO-SA;;
AY593806;1971;BRA;;c3ind iso19;C3 Indaial;C;EUROPE-SOUTH-AMERICA-EURO-SA;;
AY593805;1960;DEU;;c1ober iso88;C1 Oberbayern;C;EUROPE-SOUTH-AMERICA-EURO-SA;;
AY593804;1965;CHE;;c1noville iso56;C1 Noville;C;EUROPE-SOUTH-AMERICA-EURO-SA;;
